Conformer,Initial PE (kcal/mol),Minimized PE (kcal/mol),RMS between initial and minimized conformer (Angstrom)
869,-38.747,-47.637,0.054
870,-36.744,-47.041,0.059
871,-29.404,-45.330,0.068
872,-26.644,-44.799,0.072
873,-31.380,-45.185,0.068
874,-32.650,-45.470,0.070
875,-32.040,-45.204,0.069
876,-33.711,-45.366,0.063
877,-36.360,-46.157,0.059
878,-38.278,-47.045,0.055
879,-39.531,-47.838,0.053
880,-40.246,-48.327,0.052
881,-40.351,-48.312,0.051
882,-39.744,-47.667,0.049
883,-38.656,-46.682,0.050
884,-38.007,-45.976,0.050
885,-37.736,-45.696,0.052
886,-36.957,-45.280,0.053
887,-35.154,-44.497,0.058
888,-32.612,-43.512,0.062
889,-31.713,-40.734,0.056
890,-23.310,-39.865,0.082
891,8.540,-39.098,0.113
892,-4.798,-41.516,0.104
893,-32.456,-44.831,0.070
894,-34.966,-46.705,0.064
895,-37.152,-47.579,0.060
896,-37.572,-47.501,0.056
897,-31.642,-46.387,0.067
898,-29.786,-45.948,0.067
899,-37.028,-47.688,0.057
900,-41.244,-49.601,0.053
901,-41.777,-49.838,0.052
902,-40.286,-48.755,0.055
903,-37.375,-47.360,0.062
904,-39.319,-47.641,0.054
905,-39.833,-47.833,0.050
906,-38.251,-46.647,0.052
907,-36.742,-45.140,0.052
908,-33.638,-43.182,0.058
909,-28.852,-41.208,0.068
910,-28.357,-39.748,0.062
911,-31.106,-39.886,0.054
912,-32.111,-40.536,0.053
913,-26.163,-39.460,0.068
914,-28.347,-41.330,0.069
915,-32.366,-43.819,0.065
916,-35.991,-46.011,0.060
917,-37.942,-47.374,0.056
918,-35.582,-47.187,0.063
919,-27.008,-46.489,0.072
920,-26.371,-47.701,0.075
921,-35.924,-50.789,0.073
922,-41.895,-53.409,0.063
923,-45.211,-55.045,0.054
924,-46.933,-55.542,0.051
925,-46.191,-54.457,0.051
926,-44.511,-52.572,0.051
927,-43.230,-51.112,0.049
928,-42.340,-50.164,0.048
929,-41.384,-49.241,0.048
930,-39.973,-47.898,0.048
931,-38.050,-46.150,0.049
932,-36.311,-44.540,0.051
933,-34.837,-43.107,0.051
934,-32.909,-41.638,0.053
935,-30.223,-39.987,0.054
936,-27.318,-38.983,0.062
937,-30.493,-39.373,0.053
938,-32.037,-40.506,0.052
939,-33.953,-42.191,0.054
940,-35.889,-44.016,0.055
941,-37.561,-45.698,0.055
942,-38.001,-46.550,0.056
943,-34.358,-46.014,0.062
944,-27.064,-45.013,0.068
945,-29.322,-46.373,0.070
946,-36.928,-48.666,0.062
947,-39.645,-50.307,0.065
948,-39.408,-50.545,0.066
949,-38.668,-49.421,0.064
950,-38.215,-48.338,0.060
951,-38.053,-47.682,0.057
952,-37.845,-47.244,0.055
953,-37.123,-46.527,0.054
954,-35.196,-45.028,0.057
955,-30.485,-42.685,0.065
956,-23.055,-40.289,0.073
957,-23.087,-39.046,0.072
958,-27.085,-38.751,0.062
959,-28.672,-38.703,0.055
960,-29.465,-38.840,0.053
961,-34.123,-44.359,0.060
962,-1.404,-40.732,0.107
963,455.267,-32.633,0.175
964,4764.637,-30.882,0.217
965,2768.258,-36.540,0.213
966,118.231,-42.279,0.119
967,-34.986,-47.619,0.063
968,-33.458,-48.108,0.067
969,-22.915,-46.283,0.079
970,-28.432,-46.316,0.069
971,-37.837,-48.331,0.058
972,-40.147,-49.091,0.053
973,-38.531,-47.964,0.057
974,-26.033,-46.180,0.095
975,173.563,-41.925,0.140
976,1068.872,53.735,0.376
977,157.281,-40.809,0.120
978,-30.227,-44.616,0.075
979,-36.137,-45.043,0.054
980,-31.229,-43.989,0.067
981,-27.738,-42.484,0.068
982,-32.708,-43.094,0.060
983,-36.244,-44.469,0.052
984,-37.112,-45.420,0.052
985,-29.663,-39.662,0.061
986,-31.171,-41.139,0.062
987,-33.320,-42.834,0.061
988,-35.585,-44.823,0.061
989,-38.275,-46.768,0.056
990,-38.557,-46.991,0.054
991,-31.022,-45.035,0.063
992,-17.244,-43.325,0.074
993,-23.010,-45.209,0.071
994,-37.121,-48.808,0.061
995,-42.962,-51.317,0.051
996,-44.831,-52.578,0.049
997,-45.011,-52.611,0.049
998,-44.226,-51.754,0.049
999,-43.191,-50.707,0.051
1000,-42.166,-49.626,0.050
1001,-40.920,-48.329,0.049
1002,-38.879,-46.342,0.049
1003,-35.398,-43.655,0.052
1004,-31.905,-41.186,0.055
1005,-31.657,-40.167,0.052
1006,-31.887,-39.887,0.051
1007,-30.978,-39.419,0.053
1008,-29.798,-39.075,0.057
1009,-30.594,-39.760,0.057
1010,-31.675,-40.641,0.057
1011,-31.633,-41.087,0.060
1012,-27.936,-41.407,0.074
1013,-25.692,-42.273,0.082
1014,-32.617,-43.238,0.063
1015,-33.037,-43.335,0.058
1016,-25.794,-42.199,0.065
1017,-25.852,-42.097,0.065
1018,-32.600,-43.275,0.058
1019,-35.364,-44.062,0.053
1020,-35.596,-44.152,0.053
1021,-35.468,-43.906,0.053
1022,-35.395,-43.766,0.055
1023,-35.207,-43.589,0.054
1024,-34.123,-43.221,0.058
1025,-32.590,-42.527,0.063
1026,-32.924,-41.946,0.056
1027,-30.318,-40.581,0.058
1028,-22.710,-38.547,0.071
1029,-20.303,-37.530,0.074
1030,-25.437,-37.871,0.066
1031,-28.197,-38.501,0.063
1032,-29.473,-38.990,0.058
1033,-34.253,-42.876,0.054
1034,-35.458,-44.001,0.055
1035,-37.410,-45.615,0.055
1036,-39.420,-47.389,0.054
1037,-40.745,-48.568,0.052
1038,-41.352,-49.217,0.050
1039,-40.761,-49.038,0.052
1040,-34.994,-47.797,0.068
1041,-23.942,-45.994,0.081
1042,-26.646,-45.553,0.073
1043,-37.115,-47.452,0.059
1044,-40.637,-48.804,0.051
1045,-40.988,-49.093,0.051
1046,-41.060,-49.031,0.050
1047,-41.181,-49.071,0.049
1048,-41.066,-48.932,0.049
1049,-40.422,-48.255,0.048
1050,-39.072,-46.942,0.048
1051,-36.527,-45.184,0.054
1052,-31.584,-42.980,0.067
1053,-27.534,-41.015,0.070
1054,-30.832,-40.626,0.057
1055,-33.566,-41.505,0.050
1056,-33.972,-42.198,0.051
1057,-33.701,-41.790,0.050
1058,-35.052,-43.030,0.050
1059,-36.197,-44.210,0.052
1060,-38.144,-46.025,0.053
1061,-40.428,-47.935,0.049
1062,-41.270,-48.862,0.049
1063,-40.877,-48.926,0.052
1064,-35.887,-47.655,0.063
1065,-21.261,-45.511,0.079
1066,-16.967,-44.269,0.078
1067,-31.866,-45.910,0.062
1068,-39.525,-47.861,0.050
1069,-40.630,-48.453,0.048
1070,-40.509,-48.305,0.048
1071,-40.410,-48.174,0.047
1072,-40.410,-48.224,0.046
1073,-40.136,-48.039,0.046
1074,-39.076,-47.066,0.047
1075,-36.887,-45.365,0.049
1076,-31.839,-43.134,0.063
1077,-20.597,-40.737,0.081
1078,-17.450,-39.065,0.079
1079,-27.409,-39.510,0.063
1080,-32.012,-40.545,0.051
1081,-37.934,-46.310,0.053
1082,-36.985,-46.014,0.057
1083,-24.465,-44.709,0.085
1084,44.269,-43.474,0.117
1085,79.972,-44.228,0.132
1086,-13.002,-45.457,0.093
1087,-35.838,-47.423,0.062
1088,-25.652,-46.383,0.075
1089,-20.043,-44.717,0.076
1090,-31.183,-46.040,0.064
1091,-37.975,-47.833,0.057
1092,-39.385,-48.557,0.055
1093,-39.611,-48.574,0.054
1094,-39.426,-48.171,0.053
1095,-36.263,-47.262,0.064
1096,-18.055,-46.035,0.091
1097,-14.557,-44.842,0.088
1098,-34.524,-45.651,0.064
1099,-34.628,-45.309,0.060
1100,-25.484,-43.703,0.077
1101,-23.335,-42.348,0.070
1102,-31.812,-43.523,0.062
1103,-35.939,-44.787,0.054
1104,-37.312,-45.699,0.052
1105,-31.619,-40.817,0.057
1106,-32.965,-41.529,0.052
1107,-34.740,-42.750,0.050
1108,-36.301,-44.083,0.050
1109,-37.700,-45.397,0.050
1110,-37.490,-45.986,0.053
1111,-30.724,-44.977,0.066
1112,-21.544,-43.546,0.073
1113,-26.497,-43.710,0.069
1114,-33.717,-44.540,0.057
1115,-35.468,-44.989,0.055
1116,-35.781,-44.953,0.057
1117,-36.290,-44.817,0.054
1118,-36.891,-44.970,0.052
1119,-37.409,-45.325,0.050
1120,-37.620,-45.563,0.050
1121,-37.251,-45.322,0.050
1122,-35.759,-44.347,0.052
1123,-31.856,-42.598,0.059
1124,-26.416,-40.976,0.069
1125,-26.883,-40.410,0.068
1126,-29.680,-40.472,0.062
1127,-30.730,-40.693,0.059
1128,-31.047,-40.466,0.055
1129,-33.322,-42.102,0.051
1130,-34.783,-43.405,0.053
1131,-36.275,-44.681,0.053
1132,-38.188,-46.393,0.052
1133,-39.611,-47.874,0.053
1134,-40.037,-48.585,0.053
1135,-39.990,-48.765,0.053
1136,-35.878,-47.904,0.065
1137,-24.279,-45.697,0.079
1138,-21.792,-44.549,0.077
1139,-32.989,-45.876,0.062
1140,-38.427,-47.633,0.052
1141,-39.241,-48.277,0.052
1142,-39.325,-48.326,0.052
1143,-39.463,-48.377,0.051
1144,-39.512,-48.408,0.051
1145,-39.047,-47.929,0.050
1146,-37.783,-46.707,0.050
1147,-35.605,-44.948,0.053
1148,-31.050,-42.892,0.068
1149,-22.104,-40.286,0.076
1150,-20.311,-39.121,0.078
1151,-28.085,-39.869,0.064
1152,-31.744,-40.961,0.053
1153,-33.774,-43.085,0.059
1154,-34.437,-43.705,0.060
1155,-35.900,-44.717,0.059
1156,-37.486,-45.750,0.053
1157,-38.814,-46.720,0.051
1158,-37.895,-46.371,0.053
1159,-30.675,-44.516,0.064
1160,-22.135,-43.003,0.073
1161,-27.258,-43.504,0.069
1162,-33.732,-44.399,0.060
1163,-35.142,-44.729,0.058
1164,-35.546,-44.737,0.057
1165,-36.491,-45.074,0.055
1166,-37.675,-45.764,0.052
1167,-38.703,-46.492,0.051
1168,-39.314,-46.917,0.049
1169,-39.222,-46.714,0.049
1170,-37.936,-45.674,0.051
1171,-35.094,-44.135,0.056
1172,-33.368,-43.036,0.057
1173,-34.655,-43.033,0.053
1174,-35.549,-43.408,0.051
1175,-35.250,-43.326,0.052
1176,-34.313,-43.022,0.055
1177,-32.161,-43.972,0.071
1178,-33.029,-44.548,0.068
1179,-35.149,-46.069,0.069
1180,-37.313,-47.395,0.066
1181,-38.643,-47.958,0.060
1182,-37.049,-47.652,0.067
1183,-27.391,-45.280,0.076
1184,-16.992,-43.415,0.082
1185,-25.147,-44.299,0.079
1186,-33.631,-46.099,0.071
1187,-35.517,-46.920,0.069
1188,-36.104,-46.903,0.067
1189,-37.063,-47.014,0.063
1190,-38.157,-47.399,0.059
1191,-39.104,-47.977,0.057
1192,-39.671,-48.324,0.056
1193,-39.588,-48.105,0.055
1194,-38.584,-47.158,0.057
1195,-36.703,-45.613,0.058
1196,-35.755,-44.547,0.057
1197,-36.275,-44.681,0.055
1198,-36.252,-44.945,0.056
1199,-35.097,-44.701,0.060
1200,-33.244,-44.189,0.067
1201,39.864,-33.332,0.115
1202,3384.264,-15.241,0.339
1203,363199.990,140.408,0.995
1204,339881.252,102.664,0.998
1205,2948.157,36.813,0.407
1206,13.991,-42.047,0.114
1207,-30.648,-46.509,0.075
1208,-36.130,-47.786,0.065
1209,-31.572,-46.972,0.071
1210,-30.248,-46.661,0.071
1211,-36.923,-47.981,0.060
1212,-39.195,-48.589,0.057
1213,-27.811,-47.970,0.098
1214,277.212,-43.824,0.159
1215,3830.127,74.659,0.441
1216,803.750,-3.798,0.508
1217,-13.925,-44.576,0.100
1218,-37.086,-45.929,0.058
1219,-37.772,-45.923,0.052
1220,-36.461,-44.594,0.052
1221,-34.699,-42.917,0.052
1222,-33.390,-41.901,0.053
1223,-31.910,-41.468,0.058
1224,-26.682,-39.609,0.069
1225,-35.455,-43.607,0.051
1226,-36.251,-44.364,0.054
1227,-37.345,-45.246,0.050
1228,-38.587,-46.430,0.050
1229,-40.011,-47.781,0.050
1230,-40.174,-48.240,0.050
1231,-35.522,-46.957,0.061
1232,-22.907,-44.529,0.075
1233,-19.978,-43.287,0.074
1234,-31.422,-44.580,0.061
1235,-37.097,-46.001,0.053
1236,-37.974,-46.311,0.051
1237,-38.090,-46.284,0.050
1238,-38.511,-46.540,0.049
1239,-39.091,-47.030,0.047
1240,-39.443,-47.380,0.047
1241,-39.184,-47.164,0.047
1242,-37.497,-45.972,0.050
1243,-32.133,-44.136,0.067
1244,-20.295,-41.706,0.080
1245,-19.692,-40.840,0.078
1246,-29.908,-41.829,0.062
1247,-33.974,-42.899,0.055
1248,-34.993,-43.286,0.050
1249,-32.512,-41.299,0.055
1250,-33.725,-42.348,0.055
1251,-35.295,-43.612,0.054
1252,-36.843,-44.933,0.053
1253,-38.064,-46.007,0.052
1254,-37.703,-46.110,0.054
1255,-33.918,-45.001,0.058
1256,-31.168,-44.232,0.061
1257,-33.415,-44.364,0.058
1258,-34.195,-44.522,0.060
1259,-33.133,-43.818,0.061
1260,-33.300,-43.399,0.058
1261,-34.502,-43.603,0.054
1262,-35.554,-44.129,0.052
1263,-36.258,-44.621,0.051
1264,-36.515,-44.812,0.051
1265,-36.044,-44.375,0.050
1266,-34.208,-43.090,0.053
1267,-30.342,-41.250,0.061
1268,-27.948,-39.712,0.061
1269,-29.289,-39.460,0.058
1270,-30.438,-39.719,0.055
1271,-31.017,-40.043,0.055
1272,-31.677,-40.511,0.054
1273,-32.155,-40.900,0.053
1274,-33.355,-42.014,0.054
1275,-34.841,-43.326,0.054
1276,-36.591,-44.979,0.054
1277,-36.157,-45.985,0.060
1278,-34.339,-46.591,0.067
1279,-37.334,-47.595,0.058
1280,-38.102,-47.679,0.055
1281,-31.750,-46.172,0.063
1282,-28.496,-45.479,0.065
1283,-36.021,-47.214,0.055
1284,-40.945,-49.232,0.048
1285,-41.781,-49.939,0.048
1286,-41.642,-49.819,0.048
1287,-41.378,-49.581,0.048
1288,-40.799,-49.141,0.049
1289,-39.290,-48.016,0.051
1290,-37.496,-46.476,0.051
1291,-36.146,-44.911,0.050
1292,-33.067,-42.800,0.056
1293,-28.006,-40.420,0.064
1294,-27.004,-39.009,0.062
1295,-30.011,-39.278,0.053
1296,-31.369,-40.027,0.051
1297,-30.727,-39.192,0.055
1298,-32.006,-40.289,0.055
1299,-33.819,-41.873,0.055
1300,-35.806,-43.679,0.054
1301,-37.623,-45.362,0.053
1302,-38.455,-46.199,0.053
1303,-35.033,-45.326,0.058
1304,-21.494,-43.577,0.073
1305,-14.791,-43.876,0.078
1306,-30.225,-47.178,0.070
1307,-40.385,-49.977,0.060
1308,-42.874,-51.186,0.056
1309,-42.826,-51.178,0.057
1310,-42.079,-50.461,0.056
1311,-41.307,-49.660,0.055
1312,-40.628,-48.987,0.054
1313,-39.720,-48.070,0.054
1314,-37.894,-46.445,0.055
1315,-33.269,-44.061,0.066
1316,-21.860,-41.036,0.081
1317,-15.796,-38.786,0.080
1318,-24.389,-38.515,0.072
1319,-28.751,-38.550,0.061
1320,-29.943,-38.693,0.056
1321,-34.651,-42.907,0.052
1322,-35.167,-43.573,0.054
1323,-33.225,-43.868,0.066
1324,-33.978,-45.153,0.068
1325,-39.373,-47.622,0.054
1326,-41.470,-49.283,0.051
1327,-40.812,-49.110,0.053
1328,-35.805,-47.624,0.064
1329,-24.239,-45.596,0.080
1330,-22.497,-44.268,0.078
1331,-33.249,-45.681,0.062
1332,-38.343,-47.497,0.054
1333,-39.134,-48.145,0.054
1334,-39.074,-47.897,0.053
1335,-38.720,-47.482,0.052
1336,-38.771,-47.400,0.051
1337,-38.997,-47.681,0.050
1338,-38.066,-46.917,0.051
1339,-35.749,-45.166,0.055
1340,-30.597,-42.982,0.070
1341,-20.889,-40.825,0.085
1342,-20.802,-39.399,0.074
1343,-29.393,-40.502,0.064
1344,-33.124,-41.726,0.053
1345,-29.894,-39.634,0.056
1346,-31.318,-40.702,0.055
1347,-33.236,-42.270,0.054
1348,-35.282,-44.153,0.054
1349,-37.081,-45.923,0.054
1350,-38.334,-47.182,0.053
1351,-37.902,-47.231,0.055
1352,-31.626,-45.686,0.065
1353,-20.022,-43.759,0.075
1354,-24.177,-44.359,0.068
1355,-35.821,-47.225,0.057
1356,-39.656,-49.019,0.053
1357,-39.890,-49.389,0.054
1358,-39.630,-49.245,0.054
1359,-39.436,-49.103,0.054
1360,-39.121,-48.863,0.054
1361,-38.352,-48.074,0.053
1362,-36.774,-46.546,0.053
1363,-33.629,-44.199,0.058
1364,-26.330,-41.430,0.074
1365,-14.582,-38.360,0.080
1366,-18.082,-37.501,0.076
1367,-26.339,-38.322,0.062
1368,-28.837,-38.964,0.057
1369,-31.176,-39.808,0.054
1370,-32.410,-41.016,0.055
1371,-34.298,-42.715,0.055
1372,-36.183,-44.511,0.056
1373,-37.168,-45.827,0.057
1374,-37.871,-46.802,0.057
1375,-38.538,-47.126,0.054
1376,-34.627,-45.780,0.060
1377,-24.212,-43.686,0.071
1378,-24.611,-43.748,0.068
1379,-35.821,-46.560,0.056
1380,-40.678,-48.784,0.051
1381,-41.441,-49.497,0.051
1382,-41.460,-49.462,0.051
1383,-41.362,-49.327,0.050
1384,-40.927,-48.941,0.050
1385,-39.837,-47.933,0.050
1386,-38.234,-46.358,0.050
1387,-35.665,-44.212,0.052
1388,-29.818,-41.736,0.069
1389,-20.823,-38.515,0.074
1390,-22.766,-37.395,0.067
1391,-28.732,-38.129,0.055
1392,-30.493,-38.977,0.052
1393,-37.200,-45.296,0.051
1394,-34.500,-44.926,0.061
1395,-21.242,-44.580,0.090
1396,-24.253,-45.970,0.088
1397,-39.128,-48.882,0.060
1398,-41.824,-50.433,0.053
1399,-42.084,-50.706,0.051
1400,-40.002,-50.366,0.058
1401,-32.924,-49.027,0.071
1402,-30.842,-47.866,0.069
1403,-37.671,-48.692,0.057
1404,-41.315,-49.886,0.050
1405,-41.673,-50.048,0.050
1406,-40.896,-49.231,0.050
1407,-39.160,-48.092,0.054
1408,-40.009,-48.368,0.050
1409,-40.779,-48.965,0.048
1410,-39.767,-48.176,0.049
1411,-38.079,-46.933,0.052
1412,-34.652,-45.425,0.063
1413,-28.998,-43.742,0.074
1414,-29.227,-42.792,0.070
1415,-34.118,-43.329,0.056
1416,-36.403,-44.431,0.050
1417,-31.365,-40.448,0.055
1418,-32.567,-41.510,0.055
1419,-34.099,-42.899,0.055
1420,-35.782,-44.470,0.055
1421,-37.137,-45.891,0.055
1422,-37.270,-46.721,0.057
1423,-36.394,-47.421,0.063
1424,-37.247,-48.615,0.063
1425,-38.938,-50.959,0.071
1426,-38.611,-52.337,0.080
1427,-37.485,-52.659,0.082
1428,-37.451,-51.585,0.081
1429,-37.541,-49.273,0.072
1430,-37.544,-48.065,0.065
1431,-37.644,-47.420,0.060
1432,-37.488,-47.031,0.058
1433,-36.534,-46.260,0.059
1434,-34.082,-44.896,0.063
1435,-30.604,-43.281,0.072
1436,-29.116,-41.390,0.069
1437,-28.687,-40.075,0.065
1438,-28.030,-39.409,0.066
1439,-28.479,-39.117,0.062
1440,-30.090,-39.605,0.056
1441,-34.562,-43.609,0.056
1442,-23.135,-41.691,0.082
1443,101.488,-38.446,0.123
1444,541.700,-22.886,0.110
1445,203.979,-40.155,0.141
1446,-22.006,-46.038,0.083
1447,-39.668,-48.829,0.056
1448,-31.511,-47.815,0.074
1449,-19.097,-45.863,0.087
1450,-26.125,-46.184,0.077
1451,-37.101,-48.099,0.063
1452,-39.901,-48.954,0.056
1453,-39.371,-48.313,0.055
1454,-34.868,-46.824,0.071
1455,4.894,-44.712,0.103
1456,57.030,-42.109,0.115
1457,-21.289,-43.696,0.081
1458,-37.228,-45.495,0.051
1459,-35.234,-45.026,0.060
1460,-27.289,-43.086,0.079
1461,-21.966,-41.049,0.077
1462,-29.261,-41.260,0.064
1463,-33.993,-42.527,0.054
1464,-35.219,-43.572,0.053
1465,-33.050,-42.703,0.056
1466,-34.933,-44.156,0.054
1467,-37.218,-45.908,0.053
1468,-39.244,-47.585,0.052
1469,-40.201,-48.713,0.053
1470,-40.289,-49.190,0.054
1471,-39.400,-48.972,0.058
1472,-31.181,-47.662,0.076
1473,-9.987,-45.645,0.098
1474,-8.624,-44.074,0.090
1475,-29.481,-45.528,0.069
1476,-37.932,-47.579,0.055
1477,-39.069,-48.259,0.054
1478,-39.117,-48.271,0.054
1479,-39.257,-48.317,0.053
1480,-39.300,-48.330,0.052
1481,-38.864,-47.907,0.052
1482,-37.757,-46.856,0.052
1483,-35.681,-45.249,0.055
1484,-30.912,-43.516,0.071
1485,-20.818,-41.013,0.083
1486,-18.717,-40.004,0.086
1487,-27.443,-40.387,0.069
1488,-31.398,-41.448,0.058
1489,-34.607,-44.836,0.064
1490,-35.367,-45.568,0.064
1491,-37.081,-46.565,0.062
1492,-38.852,-47.826,0.060
1493,-39.916,-48.603,0.059
1494,-38.378,-47.929,0.059
1495,-29.481,-45.991,0.074
1496,-19.051,-44.002,0.080
1497,-25.877,-44.040,0.070
1498,-34.280,-45.938,0.066
1499,-36.599,-46.750,0.061
1500,-37.404,-47.000,0.059
1501,-38.370,-47.298,0.056
1502,-39.428,-47.834,0.054
1503,-40.295,-48.429,0.053
1504,-40.712,-48.695,0.052
1505,-40.380,-48.326,0.052
1506,-38.856,-47.188,0.056
1507,-35.890,-45.466,0.060
1508,-34.373,-44.187,0.060
1509,-35.841,-44.335,0.055
1510,-36.718,-44.891,0.053
1511,-36.313,-44.963,0.055
1512,-35.216,-44.845,0.061
1513,-36.401,-44.405,0.053
1514,-37.246,-45.163,0.053
1515,-38.582,-46.270,0.053
1516,-39.990,-47.518,0.052
1517,-41.101,-48.541,0.051
1518,-40.910,-48.531,0.051
1519,-35.897,-46.951,0.063
1520,-22.277,-44.301,0.077
1521,-18.793,-43.098,0.075
1522,-31.024,-44.546,0.062
1523,-37.226,-46.191,0.053
1524,-38.492,-46.813,0.052
1525,-38.975,-47.020,0.051
1526,-39.630,-47.406,0.049
1527,-40.321,-47.957,0.048
1528,-40.716,-48.279,0.047
1529,-40.437,-47.948,0.047
1530,-38.895,-46.694,0.049
1531,-34.497,-44.838,0.062
1532,-26.704,-42.625,0.074
1533,-27.342,-41.722,0.068
1534,-33.322,-42.645,0.057
1535,-35.640,-43.589,0.051
1536,-36.129,-44.023,0.052
1537,-33.423,-41.651,0.052
1538,-34.218,-42.424,0.053
1539,-34.964,-43.226,0.054
1540,-36.049,-44.479,0.055
1541,-31.570,-44.675,0.066
1542,-24.235,-44.946,0.082
1543,-31.763,-45.741,0.066
1544,-36.585,-46.528,0.059
1545,-31.826,-45.611,0.066
1546,-28.508,-45.027,0.070
1547,-34.769,-46.112,0.059
1548,-39.320,-47.701,0.051
1549,-40.120,-48.245,0.050
1550,-40.032,-48.063,0.049
1551,-39.898,-47.787,0.048
1552,-39.453,-47.386,0.048
1553,-36.993,-46.294,0.055
1554,-33.563,-44.745,0.061
1555,-34.580,-43.758,0.053
1556,-33.654,-42.719,0.054
1557,-29.222,-41.171,0.065
1558,-26.692,-39.933,0.067
1559,-30.119,-40.046,0.059
1560,-32.444,-40.779,0.051
1561,-36.109,-44.934,0.051
1562,-37.479,-45.998,0.050
1563,-39.218,-47.361,0.050
1564,-40.906,-48.861,0.049
1565,-42.207,-50.130,0.049
1566,-42.648,-50.718,0.049
1567,-40.464,-50.125,0.056
1568,-30.115,-48.142,0.074
1569,-16.648,-45.824,0.085
1570,-25.201,-45.535,0.069
1571,-37.081,-47.642,0.055
1572,-40.206,-49.031,0.050
1573,-40.545,-49.311,0.050
1574,-40.798,-49.419,0.049
1575,-41.206,-49.721,0.048
1576,-41.470,-49.964,0.048
1577,-41.226,-49.727,0.047
1578,-40.091,-48.701,0.048
1579,-37.315,-46.911,0.054
1580,-30.554,-44.771,0.071
1581,-21.783,-42.399,0.077
1582,-26.561,-42.069,0.066
1583,-33.126,-43.216,0.055
1584,-35.137,-44.101,0.050
1585,-28.416,-40.214,0.067
1586,-8.017,-37.873,0.095
1587,34.979,-36.696,0.119
1588,-3.406,-38.976,0.102
1589,7.002,-40.158,0.099
1590,67.287,-40.954,0.116
1591,8.902,-43.663,0.096
1592,-31.503,-45.976,0.068
1593,-33.789,-46.278,0.063
1594,-32.713,-46.268,0.064
1595,-37.564,-47.735,0.056
1596,-40.951,-49.353,0.050
1597,-41.387,-49.573,0.050
1598,-40.343,-48.533,0.051
1599,-39.587,-47.624,0.051
1600,-39.513,-47.598,0.053
1601,-35.638,-46.423,0.062
1602,-33.024,-45.124,0.067
1603,-35.912,-44.569,0.054
1604,-35.922,-43.792,0.049
1605,-34.349,-42.306,0.050
1606,-33.140,-41.180,0.049
1607,-32.264,-40.889,0.052
1608,-31.046,-40.942,0.058
1609,-32.705,-41.612,0.054
1610,-33.498,-41.941,0.053
1611,-34.912,-42.866,0.051
1612,-36.452,-44.133,0.051
1613,-37.421,-45.176,0.052
1614,-36.139,-45.111,0.055
1615,-31.182,-44.000,0.064
1616,-28.825,-43.119,0.066
1617,-31.512,-43.333,0.064
1618,-32.175,-43.619,0.065
1619,-31.762,-43.471,0.065
1620,-33.278,-43.667,0.060
1621,-35.586,-44.510,0.055
1622,-37.315,-45.690,0.052
1623,-38.448,-46.517,0.050
1624,-38.945,-46.907,0.049
1625,-38.657,-46.573,0.048
1626,-37.169,-45.510,0.051
1627,-34.017,-44.012,0.058
1628,-31.607,-42.951,0.063
1629,-32.451,-42.759,0.059
1630,-33.218,-42.778,0.057
1631,-33.016,-42.430,0.056
1632,-32.646,-41.879,0.055
1633,-27.780,-42.890,0.073
1634,97.010,-39.767,0.133
1635,692.835,-28.492,0.157
1636,271.151,-37.906,0.142
1637,7.134,-42.051,0.114
1638,33.008,-44.563,0.112
1639,-2.254,-46.845,0.095
1640,-35.987,-49.478,0.066
1641,-38.674,-50.181,0.062
1642,-37.664,-49.741,0.062
1643,-40.726,-50.392,0.056
1644,-42.465,-50.929,0.052
1645,-40.654,-49.996,0.057
1646,-24.917,-48.009,0.089
1647,-6.196,-44.813,0.096
1648,-32.096,-45.879,0.075
1649,-33.217,-46.345,0.070
1650,-29.329,-45.547,0.072
1651,-35.388,-45.462,0.059
1652,-36.877,-45.377,0.052
1653,-35.811,-44.599,0.054
1654,-35.537,-44.045,0.053
1655,-35.959,-44.287,0.051
1656,-35.507,-44.542,0.055
1657,-36.864,-45.345,0.054
1658,-37.716,-45.968,0.054
1659,-38.745,-46.776,0.053
1660,-39.557,-47.576,0.053
1661,-40.454,-48.433,0.053
1662,-40.201,-48.608,0.054
1663,-33.880,-46.878,0.063
1664,-22.023,-44.416,0.074
1665,-23.804,-43.941,0.072
1666,-33.074,-45.290,0.063
1667,-36.432,-46.335,0.058
1668,-37.294,-46.771,0.056
1669,-38.110,-47.144,0.055
1670,-39.054,-47.636,0.052
1671,-39.848,-48.152,0.051
1672,-40.230,-48.394,0.049
1673,-39.995,-48.102,0.049
1674,-38.480,-46.983,0.051
1675,-33.781,-45.250,0.065
1676,-26.350,-43.103,0.070
1677,-28.144,-42.879,0.069
1678,-33.563,-43.785,0.060
1679,-35.705,-44.532,0.054
1680,-36.380,-44.880,0.051
1681,-30.684,-39.929,0.057
1682,-32.449,-41.151,0.055
1683,-34.637,-42.782,0.053
1684,-36.756,-44.575,0.052
1685,-38.246,-46.043,0.052
1686,-37.223,-46.450,0.058
1687,-29.597,-45.642,0.072
1688,-22.717,-45.797,0.079
1689,-30.493,-47.961,0.078
1690,-37.494,-50.407,0.072
1691,-38.311,-51.740,0.077
1692,-37.773,-51.758,0.083
1693,-37.731,-49.587,0.072
1694,-37.834,-48.258,0.065
1695,-38.003,-47.632,0.060
1696,-38.020,-47.246,0.057
1697,-37.438,-46.443,0.055
