Conformer,Initial PE (kcal/mol),Minimized PE (kcal/mol),RMS between initial and minimized conformer (Angstrom)
1698,-81.710,-88.893,0.051
1699,-79.390,-87.615,0.056
1700,-79.021,-86.973,0.054
1701,-79.908,-87.015,0.049
1702,-80.066,-86.986,0.046
1703,-79.327,-86.503,0.046
1704,-78.093,-85.819,0.047
1705,-70.130,-79.643,0.056
1706,-72.595,-81.496,0.054
1707,-76.039,-83.940,0.049
1708,-79.318,-86.493,0.047
1709,-81.628,-88.449,0.045
1710,-80.719,-88.856,0.048
1711,-70.457,-87.930,0.060
1712,-59.269,-88.306,0.072
1713,-70.904,-90.697,0.065
1714,-83.841,-94.171,0.059
1715,-88.982,-96.557,0.050
1716,-90.161,-97.594,0.053
1717,-88.869,-96.493,0.054
1718,-86.918,-94.435,0.053
1719,-85.476,-92.690,0.050
1720,-84.437,-91.517,0.048
1721,-83.244,-90.311,0.047
1722,-81.226,-88.575,0.048
1723,-77.423,-86.238,0.055
1724,-72.552,-84.031,0.067
1725,-71.094,-82.233,0.067
1726,-71.088,-80.813,0.058
1727,-70.215,-79.613,0.055
1728,-69.486,-79.030,0.056
1729,-75.315,-84.687,0.055
1730,-77.351,-86.213,0.054
1731,-79.959,-88.117,0.052
1732,-82.324,-90.031,0.051
1733,-83.393,-91.336,0.052
1734,-83.535,-92.085,0.054
1735,-84.016,-92.315,0.052
1736,-80.416,-91.295,0.059
1737,-68.250,-89.192,0.069
1738,-64.737,-88.454,0.073
1739,-77.257,-89.857,0.058
1740,-83.481,-91.667,0.050
1741,-84.076,-92.100,0.051
1742,-83.778,-91.876,0.052
1743,-83.643,-91.727,0.052
1744,-83.452,-91.578,0.052
1745,-82.833,-91.002,0.052
1746,-81.578,-89.932,0.053
1747,-79.741,-88.376,0.055
1748,-76.374,-86.235,0.060
1749,-70.113,-83.872,0.069
1750,-66.739,-82.503,0.072
1751,-71.064,-82.882,0.069
1752,-73.857,-83.566,0.056
1753,-73.297,-81.234,0.049
1754,-74.781,-82.293,0.048
1755,-76.338,-83.566,0.047
1756,-77.768,-85.019,0.048
1757,-76.547,-85.903,0.056
1758,-73.959,-86.330,0.062
1759,-77.339,-87.048,0.053
1760,-78.252,-87.455,0.056
1761,-71.447,-86.460,0.063
1762,-68.283,-85.888,0.065
1763,-76.583,-87.240,0.055
1764,-81.741,-89.101,0.049
1765,-82.561,-89.768,0.050
1766,-82.493,-89.712,0.051
1767,-82.430,-89.613,0.051
1768,-82.178,-89.403,0.049
1769,-81.059,-88.702,0.051
1770,-78.809,-87.357,0.055
1771,-77.422,-85.927,0.054
1772,-75.190,-84.313,0.058
1773,-69.899,-82.235,0.075
1774,-65.388,-80.494,0.077
1775,-68.648,-80.049,0.068
1776,-71.805,-80.491,0.054
1777,-69.411,-78.604,0.055
1778,-71.376,-79.833,0.051
1779,-74.107,-81.766,0.049
1780,-76.862,-83.988,0.048
1781,-79.178,-86.065,0.047
1782,-80.544,-87.402,0.047
1783,-78.382,-87.128,0.052
1784,-62.864,-85.240,0.068
1785,-38.509,-83.843,0.078
1786,-54.643,-86.175,0.076
1787,-78.250,-89.822,0.057
1788,-84.790,-91.987,0.049
1789,-85.231,-92.361,0.050
1790,-84.458,-91.814,0.051
1791,-83.662,-91.137,0.051
1792,-82.928,-90.506,0.051
1793,-81.999,-89.687,0.051
1794,-80.437,-88.255,0.052
1795,-77.460,-86.013,0.058
1796,-71.064,-83.295,0.074
1797,-60.727,-79.930,0.078
1798,-60.840,-78.232,0.074
1799,-66.527,-78.164,0.067
1800,-68.380,-78.075,0.055
1801,-72.165,-80.995,0.053
1802,-73.955,-82.163,0.050
1803,-76.345,-83.828,0.049
1804,-78.717,-85.708,0.048
1805,-80.354,-87.210,0.047
1806,-79.507,-87.588,0.052
1807,-75.502,-87.212,0.056
1808,-75.049,-87.680,0.058
1809,-77.987,-88.768,0.062
1810,-77.482,-89.201,0.065
1811,-75.657,-88.727,0.069
1812,-76.448,-87.588,0.067
1813,-78.094,-86.726,0.054
1814,-79.055,-86.780,0.050
1815,-79.478,-86.939,0.049
1816,-79.365,-86.713,0.048
1817,-78.461,-85.864,0.048
1818,-76.401,-84.357,0.051
1819,-73.146,-82.552,0.055
1820,-71.053,-81.240,0.058
1821,-71.023,-80.745,0.058
1822,-71.003,-80.482,0.055
1823,-70.886,-80.299,0.056
1824,-71.219,-80.422,0.055
1825,-76.286,-84.667,0.051
1826,-57.991,-83.267,0.076
1827,12.169,-82.817,0.121
1828,-25.493,-85.367,0.098
1829,-75.555,-88.913,0.062
1830,-78.696,-91.006,0.057
1831,-82.200,-92.133,0.053
1832,-84.005,-92.502,0.050
1833,-79.372,-91.690,0.058
1834,-77.900,-91.192,0.062
1835,-83.214,-92.027,0.053
1836,-85.874,-92.904,0.046
1837,-85.622,-92.671,0.047
1838,-83.219,-91.419,0.057
1839,-79.333,-89.966,0.063
1840,-82.251,-90.182,0.055
1841,-83.206,-90.395,0.050
1842,-81.907,-89.398,0.052
1843,-80.800,-88.185,0.050
1844,-78.807,-86.670,0.053
1845,-76.158,-85.034,0.058
1846,-75.730,-84.101,0.056
1847,-76.922,-84.172,0.047
1848,-77.363,-84.686,0.045
1849,-77.661,-85.671,0.050
1850,-78.385,-86.262,0.050
1851,-80.125,-87.489,0.049
1852,-82.040,-88.940,0.047
1853,-83.321,-89.935,0.046
1854,-82.010,-89.530,0.048
1855,-74.567,-87.685,0.058
1856,-68.232,-86.399,0.064
1857,-73.866,-86.700,0.056
1858,-78.500,-87.587,0.052
1859,-79.312,-87.775,0.050
1860,-80.058,-88.003,0.049
1861,-81.387,-88.674,0.048
1862,-82.680,-89.457,0.046
1863,-83.607,-90.109,0.046
1864,-83.970,-90.333,0.045
1865,-83.514,-89.866,0.045
1866,-81.828,-88.646,0.049
1867,-78.836,-87.180,0.057
1868,-77.592,-86.202,0.057
1869,-78.926,-86.306,0.051
1870,-79.648,-86.586,0.047
1871,-79.264,-86.394,0.046
1872,-78.249,-85.867,0.048
1873,-72.607,-80.578,0.049
1874,-73.853,-81.569,0.050
1875,-75.749,-83.002,0.049
1876,-77.809,-84.688,0.047
1877,-79.393,-86.073,0.046
1878,-78.646,-86.340,0.050
1879,-73.511,-85.619,0.054
1880,-71.557,-85.743,0.056
1881,-76.924,-87.131,0.054
1882,-79.684,-88.232,0.056
1883,-79.415,-88.159,0.057
1884,-79.154,-87.409,0.053
1885,-79.414,-87.065,0.051
1886,-79.810,-87.096,0.050
1887,-80.090,-87.191,0.049
1888,-79.917,-86.964,0.048
1889,-78.876,-86.026,0.049
1890,-76.262,-84.392,0.055
1891,-71.325,-82.244,0.066
1892,-68.259,-80.450,0.062
1893,-70.040,-80.190,0.059
1894,-71.430,-80.298,0.056
1895,-71.860,-80.245,0.051
1896,-72.086,-80.219,0.049
1897,-76.534,-83.863,0.047
1898,-78.176,-85.129,0.046
1899,-79.106,-86.258,0.046
1900,-80.345,-87.819,0.047
1901,-83.404,-90.103,0.047
1902,-85.039,-91.557,0.046
1903,-83.665,-91.361,0.052
1904,-74.346,-89.914,0.072
1905,-56.324,-87.932,0.087
1906,-60.339,-87.167,0.082
1907,-76.703,-88.403,0.058
1908,-82.112,-89.813,0.050
1909,-82.618,-90.102,0.051
1910,-82.506,-89.911,0.052
1911,-82.438,-89.801,0.049
1912,-82.336,-89.744,0.049
1913,-82.146,-89.670,0.049
1914,-81.170,-88.907,0.050
1915,-78.617,-87.295,0.056
1916,-72.270,-85.328,0.077
1917,-58.605,-82.767,0.088
1918,-57.443,-81.440,0.084
1919,-69.391,-81.936,0.074
1920,-74.432,-82.754,0.053
1921,-73.123,-82.344,0.053
1922,-75.020,-83.770,0.052
1923,-76.905,-85.426,0.052
1924,-79.266,-87.496,0.052
1925,-81.459,-89.491,0.052
1926,-82.388,-90.618,0.052
1927,-82.094,-90.946,0.055
1928,-76.421,-90.153,0.071
1929,-59.917,-88.322,0.089
1930,-55.785,-86.950,0.086
1931,-71.960,-87.722,0.067
1932,-79.587,-89.451,0.056
1933,-80.582,-89.970,0.057
1934,-80.432,-89.819,0.058
1935,-80.283,-89.712,0.057
1936,-80.077,-89.429,0.056
1937,-79.491,-88.843,0.055
1938,-78.158,-87.605,0.055
1939,-75.807,-85.864,0.059
1940,-71.211,-83.728,0.073
1941,-62.027,-81.389,0.083
1942,-58.678,-79.904,0.082
1943,-66.669,-80.325,0.075
1944,-71.091,-81.125,0.056
1945,-77.343,-85.488,0.052
1946,-78.226,-85.928,0.051
1947,-79.660,-86.947,0.051
1948,-81.224,-88.278,0.050
1949,-82.440,-89.420,0.050
1950,-81.890,-89.516,0.052
1951,-76.056,-88.174,0.062
1952,-67.845,-86.188,0.066
1953,-71.014,-86.132,0.062
1954,-76.524,-87.153,0.063
1955,-77.592,-87.455,0.057
1956,-78.054,-87.578,0.057
1957,-79.305,-88.053,0.057
1958,-80.653,-88.759,0.056
1959,-81.690,-89.470,0.054
1960,-82.209,-89.864,0.054
1961,-81.975,-89.606,0.053
1962,-80.488,-88.536,0.057
1963,-76.548,-86.872,0.067
1964,-71.244,-85.332,0.071
1965,-72.302,-84.976,0.074
1966,-75.576,-85.456,0.064
1967,-76.797,-85.743,0.057
1968,-77.045,-85.582,0.054
1969,-67.585,-78.391,0.058
1970,-69.887,-79.812,0.056
1971,-73.329,-81.855,0.051
1972,-76.606,-84.178,0.049
1973,-79.154,-86.213,0.047
1974,-80.215,-87.222,0.046
1975,-75.395,-86.371,0.055
1976,-52.161,-84.238,0.075
1977,-33.103,-83.239,0.076
1978,-60.027,-86.828,0.074
1979,-79.366,-89.919,0.061
1980,-83.160,-91.066,0.052
1981,-82.809,-90.767,0.053
1982,-81.986,-89.886,0.053
1983,-81.424,-89.140,0.052
1984,-80.938,-88.559,0.050
1985,-80.155,-87.749,0.050
1986,-78.649,-86.325,0.050
1987,-75.703,-84.096,0.055
1988,-69.857,-81.326,0.065
1989,-63.460,-78.750,0.070
1990,-64.833,-78.108,0.071
1991,-67.061,-77.777,0.059
1992,-67.138,-77.813,0.058
1993,-59.668,-80.228,0.079
1994,221.571,-73.420,0.150
1995,11930.310,64.641,0.642
1996,64507.466,61.433,0.453
1997,3948.528,-65.776,0.520
1998,-3.438,-86.128,0.109
1999,-82.291,-90.928,0.053
2000,-81.809,-91.453,0.055
2001,-73.548,-90.192,0.068
2002,-72.835,-89.449,0.067
2003,-80.726,-90.744,0.056
2004,-83.240,-91.318,0.053
2005,-77.992,-90.158,0.079
2006,4.355,-87.393,0.115
2007,1552.428,-52.088,0.414
2008,1186.776,-40.608,0.520
2009,-29.210,-84.741,0.106
2010,-78.750,-86.991,0.056
2011,-79.709,-87.080,0.051
2012,-77.352,-85.547,0.057
2013,-74.820,-83.780,0.058
2014,-75.087,-83.170,0.053
2015,-75.945,-83.541,0.050
2016,-74.840,-83.229,0.051
2017,-70.268,-78.891,0.056
2018,-68.763,-79.040,0.061
2019,-61.178,-79.252,0.071
2020,-65.636,-82.226,0.070
2021,-77.583,-85.813,0.052
2022,-81.117,-87.925,0.046
2023,-81.037,-88.211,0.047
2024,-75.449,-87.204,0.059
2025,-63.315,-86.063,0.073
2026,-66.169,-86.534,0.066
2027,-79.164,-89.123,0.054
2028,-84.060,-90.995,0.047
2029,-84.699,-91.380,0.047
2030,-84.198,-90.809,0.047
2031,-83.392,-89.988,0.048
2032,-83.060,-89.565,0.047
2033,-82.151,-88.801,0.047
2034,-80.298,-87.179,0.049
2035,-77.444,-84.877,0.054
2036,-73.239,-82.172,0.064
2037,-69.702,-79.474,0.061
2038,-70.229,-78.384,0.054
2039,-70.875,-78.234,0.049
2040,-70.469,-78.341,0.050
2041,-74.994,-82.258,0.047
2042,-74.187,-82.294,0.048
2043,-71.635,-82.603,0.060
2044,-73.373,-83.712,0.057
2045,-63.708,-84.595,0.076
2046,-47.709,-84.702,0.088
2047,-66.057,-86.062,0.073
2048,-78.327,-87.528,0.052
2049,-76.555,-87.462,0.054
2050,-75.080,-87.437,0.058
2051,-80.036,-88.801,0.051
2052,-83.238,-90.250,0.049
2053,-83.635,-90.574,0.051
2054,-83.255,-90.103,0.050
2055,-82.643,-89.437,0.050
2056,-81.759,-88.958,0.051
2057,-76.937,-87.899,0.069
2058,-71.105,-86.124,0.074
2059,-75.273,-85.107,0.063
2060,-75.804,-84.168,0.056
2061,-72.515,-82.527,0.065
2062,-70.919,-81.272,0.065
2063,-73.045,-81.049,0.051
2064,-74.433,-81.646,0.048
2065,-77.944,-85.908,0.050
2066,-78.889,-86.397,0.049
2067,-80.206,-87.393,0.049
2068,-81.620,-88.667,0.049
2069,-82.668,-89.713,0.049
2070,-81.961,-89.665,0.051
2071,-77.189,-88.343,0.061
2072,-72.619,-86.770,0.060
2073,-74.934,-86.746,0.057
2074,-76.760,-87.193,0.059
2075,-76.317,-87.277,0.061
2076,-76.965,-87.661,0.062
2077,-78.899,-88.448,0.060
2078,-80.677,-89.396,0.059
2079,-81.850,-90.132,0.057
2080,-82.354,-90.379,0.055
2081,-82.029,-89.892,0.054
2082,-80.339,-88.613,0.055
2083,-76.197,-86.830,0.065
2084,-72.060,-85.412,0.069
2085,-73.875,-85.538,0.071
2086,-76.281,-85.891,0.059
2087,-77.032,-86.028,0.055
2088,-77.368,-85.916,0.053
2089,-70.657,-78.858,0.050
2090,-72.445,-80.109,0.049
2091,-74.701,-81.940,0.047
2092,-77.196,-84.174,0.047
2093,-79.399,-86.267,0.047
2094,-80.754,-87.709,0.047
2095,-80.286,-87.945,0.049
2096,-72.822,-86.638,0.060
2097,-55.495,-85.069,0.074
2098,-58.524,-85.393,0.069
2099,-77.076,-88.580,0.054
2100,-84.150,-91.123,0.047
2101,-85.020,-91.911,0.049
2102,-84.612,-91.716,0.050
2103,-84.056,-91.304,0.050
2104,-83.399,-90.830,0.050
2105,-82.385,-90.027,0.051
2106,-80.622,-88.570,0.053
2107,-77.537,-86.310,0.059
2108,-71.392,-83.470,0.071
2109,-59.645,-80.079,0.079
2110,-57.228,-78.285,0.080
2111,-65.701,-78.012,0.069
2112,-69.199,-78.236,0.055
2113,-70.953,-81.931,0.060
2114,-73.286,-83.421,0.059
2115,-76.567,-85.369,0.056
2116,-79.438,-87.425,0.053
2117,-81.114,-89.041,0.053
2118,-82.091,-90.048,0.053
2119,-81.038,-89.931,0.057
2120,-69.119,-88.308,0.072
2121,-44.460,-85.881,0.083
2122,-52.237,-85.693,0.079
2123,-75.005,-87.908,0.059
2124,-81.668,-89.772,0.050
2125,-82.132,-90.131,0.051
2126,-81.918,-89.935,0.052
2127,-81.875,-89.802,0.052
2128,-81.713,-89.603,0.051
2129,-81.101,-89.031,0.051
2130,-79.817,-87.830,0.051
2131,-77.633,-85.964,0.053
2132,-73.735,-83.604,0.061
2133,-67.392,-81.307,0.071
2134,-65.366,-80.236,0.072
2135,-68.799,-80.537,0.067
2136,-70.115,-81.072,0.062
2137,-73.138,-82.374,0.056
2138,-75.256,-83.831,0.053
2139,-77.613,-85.519,0.049
2140,-80.176,-87.574,0.048
2141,-82.361,-89.490,0.048
2142,-83.368,-90.596,0.048
2143,-81.995,-90.612,0.058
2144,-71.590,-88.988,0.072
2145,-47.410,-87.214,0.093
2146,-49.597,-85.834,0.088
2147,-72.407,-86.982,0.064
2148,-80.431,-89.047,0.052
2149,-81.284,-89.658,0.053
2150,-81.137,-89.613,0.055
2151,-81.111,-89.562,0.055
2152,-81.060,-89.526,0.055
2153,-80.649,-89.145,0.054
2154,-79.505,-88.091,0.055
2155,-77.179,-86.274,0.058
2156,-72.426,-84.113,0.073
2157,-62.579,-81.491,0.082
2158,-58.263,-79.977,0.083
2159,-66.554,-80.426,0.078
2160,-71.123,-81.152,0.057
2161,-76.125,-83.329,0.046
2162,-77.200,-84.160,0.046
2163,-78.897,-85.549,0.045
2164,-80.751,-87.199,0.045
2165,-82.277,-88.642,0.045
2166,-82.208,-88.999,0.046
2167,-75.943,-87.686,0.059
2168,-60.638,-85.393,0.072
2169,-60.551,-84.680,0.068
2170,-74.515,-86.241,0.054
2171,-80.210,-87.775,0.047
2172,-81.180,-88.287,0.046
2173,-81.472,-88.463,0.047
2174,-81.948,-88.770,0.047
2175,-82.444,-89.152,0.046
2176,-82.557,-89.263,0.046
2177,-81.886,-88.678,0.047
2178,-79.811,-87.232,0.053
2179,-74.366,-85.161,0.069
2180,-63.697,-82.581,0.081
2181,-63.320,-81.579,0.074
2182,-71.638,-82.202,0.061
2183,-74.922,-82.848,0.052
2184,-75.693,-83.047,0.047
2185,-73.575,-81.694,0.048
2186,-74.910,-82.560,0.048
2187,-76.868,-83.996,0.046
2188,-78.944,-85.736,0.045
2189,-80.422,-87.124,0.045
2190,-79.543,-87.407,0.049
2191,-75.085,-86.901,0.055
2192,-73.792,-86.864,0.058
2193,-77.008,-87.391,0.057
2194,-77.551,-87.506,0.059
2195,-76.723,-86.935,0.059
2196,-77.432,-86.479,0.055
2197,-78.791,-86.657,0.050
2198,-79.782,-87.101,0.048
2199,-80.350,-87.470,0.047
2200,-80.353,-87.427,0.046
2201,-79.495,-86.715,0.046
2202,-77.240,-85.303,0.052
2203,-73.212,-83.616,0.064
2204,-70.780,-82.396,0.065
2205,-71.783,-81.975,0.060
2206,-72.591,-81.849,0.055
2207,-72.785,-81.608,0.052
2208,-72.999,-81.451,0.050
2209,-72.935,-82.113,0.050
2210,-75.144,-83.653,0.049
2211,-77.540,-85.455,0.048
2212,-80.060,-87.509,0.047
2213,-82.354,-89.446,0.046
2214,-83.521,-90.626,0.046
2215,-83.583,-91.036,0.047
2216,-79.463,-90.414,0.061
2217,-63.792,-88.894,0.083
2218,-53.174,-87.198,0.082
2219,-69.428,-87.646,0.065
2220,-80.431,-89.454,0.053
2221,-82.189,-90.209,0.051
2222,-81.876,-89.958,0.052
2223,-81.494,-89.561,0.050
2224,-81.197,-89.436,0.051
2225,-80.775,-89.129,0.051
2226,-79.918,-88.356,0.050
2227,-78.327,-86.948,0.051
2228,-75.522,-84.944,0.055
2229,-70.179,-82.786,0.071
2230,-64.459,-80.739,0.073
2231,-66.902,-80.257,0.066
2232,-70.790,-81.009,0.057
2233,-66.543,-78.620,0.059
2234,-68.487,-80.125,0.058
2235,-69.596,-81.524,0.060
2236,-62.376,-82.834,0.072
2237,-57.267,-85.363,0.081
2238,-72.670,-87.319,0.064
2239,-73.720,-87.706,0.057
2240,-65.369,-87.367,0.063
2241,-71.711,-89.139,0.059
2242,-81.797,-92.408,0.053
2243,-86.616,-95.043,0.049
2244,-88.835,-96.165,0.045
2245,-88.749,-95.713,0.044
2246,-87.103,-94.039,0.045
2247,-85.233,-92.201,0.045
2248,-83.495,-90.605,0.045
2249,-82.006,-89.234,0.046
2250,-80.457,-87.743,0.046
2251,-78.171,-85.665,0.047
2252,-75.776,-83.427,0.047
2253,-74.015,-81.688,0.047
2254,-72.168,-80.239,0.047
2255,-69.701,-78.882,0.053
2256,-67.211,-78.109,0.056
2257,-72.781,-82.355,0.057
2258,-75.272,-83.877,0.050
2259,-78.221,-85.888,0.048
2260,-81.007,-88.062,0.046
2261,-82.813,-89.811,0.046
2262,-83.281,-90.735,0.047
2263,-82.537,-90.931,0.054
2264,-73.711,-89.812,0.068
2265,-46.246,-87.847,0.090
2266,-39.928,-85.988,0.087
2267,-68.232,-87.160,0.066
2268,-80.568,-89.304,0.050
2269,-82.156,-90.043,0.049
2270,-81.961,-89.867,0.050
2271,-81.795,-89.655,0.050
2272,-81.610,-89.513,0.050
2273,-81.100,-89.117,0.050
2274,-79.926,-88.162,0.051
2275,-77.875,-86.623,0.054
2276,-73.961,-84.751,0.066
2277,-65.475,-82.273,0.078
2278,-58.875,-80.566,0.081
2279,-65.638,-80.506,0.075
2280,-70.603,-81.178,0.059
2281,-78.918,-86.442,0.049
2282,-79.920,-87.083,0.048
2283,-80.824,-87.857,0.048
2284,-80.669,-88.566,0.051
2285,-81.343,-89.579,0.052
2286,-83.184,-90.506,0.049
2287,-79.364,-89.799,0.059
2288,-70.855,-88.057,0.065
2289,-72.165,-87.488,0.060
2290,-78.177,-88.162,0.055
2291,-79.985,-88.668,0.053
2292,-80.367,-88.842,0.056
2293,-81.087,-89.140,0.053
2294,-82.010,-89.649,0.052
2295,-82.709,-90.094,0.051
2296,-82.801,-90.127,0.050
2297,-82.392,-89.737,0.050
2298,-81.364,-88.872,0.050
2299,-77.847,-87.295,0.061
2300,-71.772,-85.619,0.071
2301,-71.801,-84.978,0.066
2302,-75.825,-85.596,0.061
2303,-77.662,-85.994,0.053
2304,-78.316,-86.191,0.051
2305,-70.182,-79.738,0.055
2306,-72.207,-80.881,0.053
2307,-74.869,-82.596,0.048
2308,-77.446,-84.602,0.047
2309,-79.450,-86.337,0.046
2310,-79.430,-87.020,0.048
2311,-73.473,-86.315,0.056
2312,-65.616,-86.214,0.068
2313,-71.171,-87.506,0.064
2314,-78.143,-89.465,0.063
2315,-78.965,-90.404,0.068
2316,-78.308,-89.996,0.070
2317,-78.497,-88.326,0.063
2318,-78.850,-87.339,0.053
2319,-79.026,-86.996,0.050
2320,-78.939,-86.755,0.049
2321,-78.344,-86.141,0.048
2322,-76.844,-84.828,0.049
2323,-73.740,-82.802,0.053
2324,-69.451,-80.884,0.065
2325,-68.162,-79.724,0.065
2326,-68.962,-79.242,0.057
2327,-69.171,-79.232,0.057
2328,-69.288,-79.178,0.057
2329,-78.432,-85.478,0.047
2330,-78.247,-85.997,0.049
2331,-73.631,-86.398,0.062
2332,-75.056,-88.246,0.064
2333,-82.257,-90.681,0.054
2334,-82.734,-91.902,0.055
2335,-83.882,-92.432,0.052
2336,-83.915,-92.431,0.052
2337,-77.993,-91.446,0.063
2338,-74.318,-90.542,0.067
2339,-80.335,-91.283,0.058
2340,-84.453,-92.356,0.051
2341,-84.808,-92.418,0.050
2342,-84.081,-91.698,0.050
2343,-82.760,-90.716,0.052
2344,-82.581,-90.392,0.051
2345,-82.340,-90.160,0.050
2346,-80.587,-89.067,0.053
2347,-79.227,-87.715,0.054
2348,-76.359,-86.210,0.063
2349,-69.957,-84.402,0.074
2350,-67.721,-83.234,0.075
2351,-73.498,-83.445,0.063
2352,-76.930,-84.360,0.049
2353,-70.571,-81.248,0.062
2354,-72.047,-82.149,0.062
2355,-74.354,-83.650,0.062
2356,-76.631,-84.854,0.055
2357,-78.149,-85.900,0.053
2358,-76.870,-85.781,0.059
2359,-67.676,-84.104,0.066
2360,-57.964,-82.794,0.072
2361,-65.959,-83.122,0.064
2362,-73.593,-84.245,0.058
2363,-74.520,-84.266,0.056
2364,-74.617,-83.978,0.057
2365,-75.394,-83.945,0.053
2366,-76.136,-84.426,0.054
2367,-76.779,-84.957,0.055
2368,-77.192,-85.312,0.054
2369,-77.070,-85.163,0.054
2370,-75.954,-84.271,0.055
2371,-72.941,-82.628,0.062
2372,-68.215,-81.175,0.075
2373,-67.431,-80.442,0.072
2374,-69.503,-80.695,0.068
2375,-70.279,-81.147,0.069
2376,-70.250,-80.930,0.063
2377,-71.785,-80.532,0.057
2378,-73.187,-81.558,0.059
2379,-74.132,-82.300,0.056
2380,-73.072,-82.918,0.062
2381,-71.829,-83.770,0.065
2382,-76.251,-85.274,0.054
2383,-76.954,-85.810,0.053
2384,-71.236,-84.834,0.055
2385,-71.423,-84.980,0.054
2386,-77.568,-86.510,0.051
2387,-80.037,-87.408,0.050
2388,-79.763,-87.177,0.050
2389,-79.039,-86.500,0.050
2390,-78.618,-85.993,0.050
2391,-78.305,-85.698,0.050
2392,-77.529,-85.198,0.051
2393,-76.327,-84.448,0.053
2394,-75.537,-83.670,0.052
2395,-72.522,-82.292,0.060
2396,-66.502,-79.906,0.066
2397,-65.037,-78.553,0.065
2398,-68.131,-78.888,0.062
2399,-69.801,-79.496,0.060
2400,-70.711,-79.854,0.060
