Conformer,Initial PE (kcal/mol),Minimized PE (kcal/mol),RMS between initial and minimized conformer (Angstrom)
1289,-109.343,-115.867,0.044
1290,-108.354,-114.925,0.044
1291,-104.509,-112.634,0.052
1292,-89.954,-109.319,0.075
1293,-73.133,-106.488,0.082
1294,-86.131,-106.612,0.081
1295,-91.685,-106.381,0.076
1296,-86.627,-106.070,0.073
1297,-78.290,-104.904,0.077
1298,-85.711,-107.671,0.075
1299,-98.052,-111.575,0.067
1300,-106.847,-114.907,0.051
1301,-110.850,-117.015,0.042
1302,-110.082,-117.191,0.044
1303,-92.221,-115.945,0.078
1304,50.001,-112.596,0.107
1305,440.260,-87.329,0.281
1306,221.379,-109.898,0.123
1307,-58.318,-113.509,0.090
1308,-104.009,-115.746,0.066
1309,-108.430,-116.515,0.053
1310,-109.288,-116.796,0.052
1311,-110.224,-116.929,0.047
1312,-110.608,-116.891,0.043
1313,-110.217,-116.460,0.041
1314,-109.035,-115.316,0.042
1315,-105.981,-113.188,0.050
1316,-94.931,-109.912,0.073
1317,-64.524,-105.916,0.092
1318,-65.596,-103.543,0.089
1319,-84.547,-103.315,0.077
1320,-81.909,-103.399,0.074
1321,-47.068,-103.497,0.101
1322,101.765,-98.642,0.160
1323,3429.018,-79.084,0.417
1324,5919.745,-15.174,0.472
1325,261.558,-21.473,0.459
1326,-89.818,-118.053,0.098
1327,-98.430,-118.102,0.079
1328,-82.778,-116.360,0.085
1329,-7.583,-113.672,0.110
1330,21.924,-112.600,0.118
1331,-67.203,-114.713,0.102
1332,-102.733,-116.321,0.073
1333,-104.790,-115.659,0.064
1334,-82.461,-113.642,0.092
1335,-77.100,-111.834,0.094
1336,-103.418,-113.725,0.063
1337,-106.921,-114.533,0.047
1338,-106.473,-113.745,0.044
1339,-105.365,-112.043,0.043
1340,-103.166,-109.557,0.044
1341,-100.995,-107.196,0.042
1342,-97.849,-106.022,0.049
1343,-88.064,-105.401,0.071
1344,-69.034,-104.859,0.082
1345,-46.491,-101.686,0.097
1346,-57.352,-105.265,0.098
1347,-81.893,-110.339,0.097
1348,-98.729,-114.638,0.089
1349,-106.465,-116.770,0.066
1350,-108.419,-116.901,0.049
1351,-100.695,-114.997,0.064
1352,-45.943,-110.986,0.087
1353,84.996,-107.831,0.107
1354,25.435,-110.386,0.108
1355,-80.724,-114.341,0.086
1356,-104.383,-116.272,0.063
1357,-108.012,-116.921,0.051
1358,-108.811,-117.239,0.049
1359,-108.755,-117.219,0.049
1360,-107.970,-116.791,0.053
1361,-106.735,-115.811,0.053
1362,-105.609,-114.239,0.052
1363,-104.230,-111.875,0.047
1364,-102.087,-109.344,0.047
1365,-100.265,-107.665,0.047
1366,-96.263,-106.190,0.053
1367,-84.719,-103.624,0.071
1368,-63.060,-101.128,0.086
1369,-71.995,-100.019,0.082
1370,-82.938,-104.165,0.076
1371,-96.719,-109.373,0.067
1372,-105.744,-113.453,0.052
1373,-108.121,-115.345,0.048
1374,-87.897,-114.900,0.073
1375,23.446,-112.911,0.100
1376,109.734,-112.682,0.110
1377,-24.633,-117.090,0.099
1378,-91.486,-121.910,0.082
1379,-106.377,-124.845,0.066
1380,-113.568,-126.512,0.060
1381,-115.938,-126.823,0.070
1382,-114.798,-125.453,0.077
1383,-113.708,-122.718,0.069
1384,-112.785,-120.476,0.058
1385,-111.476,-118.727,0.053
1386,-109.184,-116.488,0.054
1387,-103.227,-113.147,0.062
1388,-90.573,-110.031,0.081
1389,-87.158,-107.417,0.091
1390,-89.816,-104.951,0.086
1391,-83.721,-101.183,0.079
1392,-73.824,-98.897,0.083
1393,-73.940,-106.377,0.081
1394,-82.175,-108.852,0.078
1395,-94.821,-111.719,0.074
1396,-103.775,-115.051,0.065
1397,-110.348,-117.581,0.046
1398,-107.115,-117.829,0.063
1399,-46.167,-115.450,0.098
1400,344.356,-75.325,0.279
1401,644.930,-85.027,0.257
1402,104.083,-107.738,0.117
1403,-76.971,-109.950,0.081
1404,-99.648,-111.584,0.065
1405,-103.795,-112.709,0.058
1406,-106.160,-113.959,0.055
1407,-108.086,-114.958,0.049
1408,-109.012,-115.502,0.045
1409,-108.998,-115.503,0.043
1410,-107.885,-114.471,0.045
1411,-103.370,-112.079,0.057
1412,-84.126,-108.873,0.086
1413,-56.784,-105.598,0.095
1414,-77.366,-105.018,0.086
1415,-87.083,-104.858,0.077
1416,-79.297,-105.043,0.079
1417,-44.480,-104.512,0.101
1418,-55.075,-107.961,0.099
1419,-81.259,-112.003,0.095
1420,-98.884,-115.193,0.084
1421,-105.938,-115.876,0.059
1422,-100.100,-114.809,0.068
1423,-61.718,-112.050,0.087
1424,-23.825,-109.288,0.097
1425,-55.036,-108.403,0.092
1426,-72.748,-108.630,0.099
1427,-68.838,-108.160,0.094
1428,-76.889,-110.232,0.092
1429,-95.419,-113.452,0.081
1430,-105.896,-116.059,0.062
1431,-109.411,-117.246,0.049
1432,-109.893,-117.295,0.046
1433,-109.161,-116.546,0.045
1434,-108.279,-115.320,0.043
1435,-107.638,-114.184,0.042
1436,-107.259,-113.532,0.041
1437,-105.785,-112.548,0.044
1438,-100.850,-110.435,0.055
1439,-87.967,-107.360,0.073
1440,-63.912,-104.519,0.091
1441,-81.982,-103.268,0.078
1442,-87.490,-105.636,0.069
1443,-94.911,-108.216,0.065
1444,-99.960,-111.167,0.060
1445,-106.978,-114.864,0.048
1446,-110.285,-116.875,0.044
1447,-99.395,-116.642,0.077
1448,2.294,-114.028,0.106
1449,457.591,-88.770,0.278
1450,462.405,-107.980,0.157
1451,6.857,-110.353,0.098
1452,-94.661,-113.419,0.074
1453,-105.722,-114.476,0.055
1454,-106.911,-114.653,0.054
1455,-107.323,-114.590,0.052
1456,-107.393,-114.464,0.049
1457,-107.079,-114.395,0.049
1458,-106.533,-114.081,0.049
1459,-104.956,-112.848,0.053
1460,-99.438,-110.270,0.067
1461,-76.237,-106.808,0.102
1462,-39.099,-102.113,0.105
1463,-64.140,-100.379,0.091
1464,-80.377,-101.272,0.082
1465,-80.300,-106.615,0.082
1466,-86.388,-110.910,0.093
1467,-97.960,-115.190,0.094
1468,-106.469,-118.219,0.076
1469,-110.269,-119.224,0.056
1470,-110.168,-118.853,0.051
1471,-100.010,-116.646,0.071
1472,-32.489,-112.481,0.096
1473,115.191,-109.297,0.118
1474,28.411,-111.832,0.117
1475,-83.724,-115.291,0.090
1476,-105.992,-116.706,0.063
1477,-109.515,-117.669,0.051
1478,-110.446,-118.025,0.047
1479,-110.453,-117.848,0.046
1480,-109.780,-117.158,0.046
1481,-108.581,-115.894,0.046
1482,-106.402,-113.888,0.049
1483,-100.889,-111.094,0.062
1484,-95.510,-108.346,0.062
1485,-99.448,-107.668,0.050
1486,-100.653,-107.680,0.043
1487,-95.419,-106.461,0.055
1488,-85.938,-105.441,0.072
1489,-34.756,-104.092,0.109
1490,-45.380,-107.725,0.120
1491,-75.534,-111.478,0.102
1492,-95.938,-114.248,0.088
1493,-102.917,-114.345,0.064
1494,-93.214,-112.971,0.073
1495,-54.213,-110.129,0.086
1496,-38.935,-108.286,0.096
1497,-65.680,-107.529,0.090
1498,-69.870,-107.074,0.094
1499,-64.245,-106.567,0.089
1500,-78.516,-108.832,0.082
1501,-97.264,-112.845,0.072
1502,-105.787,-115.139,0.054
1503,-108.520,-116.422,0.047
1504,-108.804,-116.508,0.045
1505,-108.066,-115.908,0.045
1506,-107.249,-114.854,0.045
1507,-106.575,-113.749,0.044
1508,-105.932,-113.122,0.047
1509,-104.255,-112.229,0.051
1510,-99.038,-110.341,0.062
1511,-85.215,-107.689,0.084
1512,-58.281,-104.955,0.102
1513,-30.076,-97.495,0.104
1514,-37.934,-100.524,0.103
1515,-68.071,-104.759,0.091
1516,-90.778,-109.940,0.089
1517,-102.011,-113.327,0.064
1518,-105.850,-114.918,0.053
1519,-100.442,-114.177,0.067
1520,-50.692,-111.143,0.090
1521,115.969,-107.553,0.112
1522,97.740,-109.778,0.108
1523,-62.055,-116.765,0.095
1524,-106.176,-120.939,0.073
1525,-114.248,-123.173,0.057
1526,-115.853,-123.750,0.053
1527,-115.107,-122.808,0.051
1528,-113.051,-121.007,0.051
1529,-110.473,-118.892,0.051
1530,-108.228,-116.567,0.050
1531,-106.306,-113.827,0.046
1532,-103.377,-110.365,0.044
1533,-98.776,-106.779,0.051
1534,-92.890,-103.773,0.062
1535,-80.333,-100.647,0.079
1536,-54.706,-97.571,0.091
1537,-42.166,-98.674,0.094
1538,-44.356,-98.621,0.105
1539,14.492,-97.358,0.122
1540,722.146,-83.689,0.361
1541,1420.543,-86.981,0.378
1542,100.579,-110.038,0.117
1543,-82.301,-112.487,0.085
1544,-5.093,-111.795,0.097
1545,95.100,-110.186,0.106
1546,-20.261,-114.911,0.097
1547,-95.748,-120.210,0.081
1548,-112.309,-123.402,0.058
1549,-116.162,-125.027,0.052
1550,-115.958,-124.586,0.052
1551,-113.396,-122.293,0.058
1552,-108.349,-118.906,0.064
1553,-102.379,-115.932,0.082
1554,-103.566,-113.790,0.062
1555,-104.369,-112.301,0.049
1556,-101.966,-109.478,0.048
1557,-97.380,-106.024,0.054
1558,-90.652,-103.131,0.068
1559,-77.171,-100.625,0.082
1560,-55.325,-98.539,0.086
1561,-47.458,-103.119,0.099
1562,-60.585,-106.458,0.097
1563,-84.901,-110.921,0.094
1564,-100.576,-114.535,0.078
1565,-107.362,-115.902,0.052
1566,-105.736,-115.390,0.051
1567,-76.542,-113.160,0.077
1568,-0.946,-110.208,0.097
1569,-15.663,-110.827,0.098
1570,-78.084,-112.914,0.084
1571,-96.308,-114.074,0.075
1572,-100.751,-114.215,0.069
1573,-104.570,-114.503,0.055
1574,-107.746,-115.569,0.048
1575,-109.262,-116.370,0.045
1576,-109.280,-116.418,0.044
1577,-108.531,-115.864,0.044
1578,-107.950,-114.781,0.042
1579,-107.195,-113.173,0.039
1580,-105.735,-111.576,0.039
1581,-103.621,-110.345,0.044
1582,-98.453,-108.704,0.056
1583,-85.374,-106.001,0.073
1584,-62.556,-103.023,0.084
1585,-36.087,-104.314,0.108
1586,-47.732,-107.089,0.106
1587,-76.680,-110.875,0.098
1588,-95.978,-113.876,0.089
1589,-103.808,-114.395,0.061
1590,-100.332,-113.138,0.063
1591,-69.464,-110.187,0.084
1592,-28.356,-107.283,0.094
1593,-51.316,-106.807,0.096
1594,-71.003,-107.042,0.094
1595,-66.427,-106.993,0.098
1596,-71.184,-108.028,0.094
1597,-90.090,-111.297,0.084
1598,-102.115,-113.901,0.066
1599,-106.643,-115.398,0.054
1600,-107.843,-115.855,0.048
1601,-107.674,-115.570,0.046
1602,-107.281,-114.703,0.044
1603,-106.721,-113.459,0.042
1604,-105.692,-112.337,0.043
1605,-103.736,-111.206,0.047
1606,-98.393,-109.399,0.061
1607,-84.430,-106.405,0.078
1608,-57.895,-103.769,0.091
1609,-88.614,-107.153,0.070
1610,-95.272,-110.511,0.065
1611,-103.882,-114.407,0.058
1612,-109.824,-117.592,0.046
1613,-109.936,-119.277,0.052
1614,-106.898,-119.807,0.063
1615,-105.126,-119.155,0.066
1616,-76.047,-117.498,0.092
1617,37.643,-113.707,0.108
1618,56.316,-111.939,0.104
1619,-66.542,-114.441,0.084
1620,-105.250,-116.906,0.060
1621,-109.109,-118.005,0.051
1622,-108.989,-118.279,0.054
1623,-109.516,-118.232,0.052
1624,-109.880,-118.101,0.049
1625,-109.410,-117.625,0.048
1626,-108.013,-116.462,0.049
1627,-106.068,-114.883,0.050
1628,-102.406,-112.925,0.064
1629,-89.968,-109.634,0.084
1630,-64.399,-105.592,0.093
1631,-72.513,-103.701,0.087
1632,-85.727,-104.587,0.075
1633,-54.557,-98.477,0.093
1634,-66.371,-101.693,0.088
1635,-86.185,-106.404,0.080
1636,-99.569,-110.990,0.062
1637,-106.000,-114.181,0.049
1638,-104.468,-114.830,0.053
1639,-68.169,-113.317,0.083
1640,67.399,-110.369,0.103
1641,78.369,-111.502,0.107
1642,-54.778,-117.678,0.100
1643,-99.783,-122.442,0.079
1644,-112.864,-125.559,0.059
1645,-119.081,-126.905,0.044
1646,-119.392,-126.657,0.046
1647,-116.720,-124.627,0.052
1648,-113.656,-121.703,0.050
1649,-111.026,-119.158,0.049
1650,-109.142,-116.902,0.047
1651,-107.158,-114.414,0.044
1652,-103.584,-111.430,0.048
1653,-98.782,-108.601,0.058
1654,-93.465,-106.149,0.068
1655,-82.413,-102.762,0.074
1656,-64.482,-99.587,0.087
1657,-51.949,-101.081,0.091
1658,-61.239,-104.651,0.092
1659,-82.935,-108.984,0.088
1660,-97.577,-112.461,0.080
1661,-103.922,-114.361,0.062
1662,-97.649,-113.868,0.066
1663,-49.716,-111.939,0.088
1664,-1.456,-110.336,0.098
1665,-48.709,-111.754,0.102
1666,-76.397,-112.188,0.093
1667,-75.513,-111.706,0.090
1668,-82.449,-111.402,0.087
1669,-96.845,-112.143,0.074
1670,-104.566,-113.338,0.055
1671,-106.865,-113.939,0.046
1672,-106.777,-113.654,0.044
1673,-105.583,-112.524,0.044
1674,-103.956,-110.749,0.044
1675,-102.565,-109.064,0.043
1676,-102.112,-108.175,0.040
1677,-100.951,-107.281,0.041
1678,-96.845,-105.505,0.050
1679,-86.236,-102.951,0.068
1680,-66.878,-100.611,0.081
1681,-62.238,-94.929,0.085
1682,-73.448,-98.858,0.082
1683,-88.528,-103.271,0.075
1684,-98.605,-107.463,0.057
1685,-103.136,-110.171,0.047
1686,-100.451,-110.723,0.059
1687,-57.522,-109.519,0.097
1688,268.429,-106.550,0.139
1689,749.973,-5.763,0.353
1690,196.345,-104.642,0.117
1691,-69.520,-110.074,0.084
1692,-102.506,-112.784,0.059
1693,-104.585,-113.385,0.058
1694,-103.556,-112.487,0.060
1695,-103.077,-111.235,0.056
1696,-102.595,-110.281,0.052
1697,-101.656,-109.447,0.053
1698,-100.153,-108.063,0.054
1699,-96.895,-105.776,0.064
1700,-85.489,-102.326,0.087
1701,-48.214,-97.877,0.107
1702,-40.460,-93.912,0.103
1703,-66.154,-93.520,0.098
1704,-64.437,-93.173,0.087
1705,-72.587,-104.179,0.082
1706,-82.680,-106.930,0.077
1707,-95.494,-110.148,0.069
1708,-104.081,-113.260,0.053
1709,-108.976,-115.797,0.043
1710,-104.470,-116.260,0.066
1711,-44.003,-114.443,0.102
1712,238.693,-110.270,0.134
1713,303.066,-106.678,0.130
1714,-2.783,-108.611,0.100
1715,-88.383,-111.548,0.078
1716,-100.181,-112.752,0.068
1717,-102.883,-113.112,0.061
1718,-104.778,-113.733,0.058
1719,-106.675,-114.449,0.053
1720,-107.764,-114.880,0.047
1721,-107.844,-114.881,0.045
1722,-107.002,-114.080,0.046
1723,-103.994,-112.363,0.059
1724,-92.612,-108.709,0.074
1725,-69.000,-105.003,0.093
1726,-74.126,-103.278,0.090
1727,-82.117,-102.719,0.086
1728,-75.284,-102.486,0.082
1729,-42.157,-99.055,0.098
1730,-56.474,-103.022,0.091
1731,-81.537,-108.091,0.084
1732,-97.109,-112.365,0.073
1733,-104.599,-115.340,0.057
1734,-102.628,-116.365,0.063
1735,-66.918,-115.116,0.084
1736,-9.294,-113.388,0.095
1737,-41.402,-116.600,0.102
1738,-80.719,-120.593,0.091
1739,-90.998,-123.990,0.081
1740,-103.152,-126.057,0.068
1741,-116.748,-126.904,0.049
1742,-119.109,-126.548,0.046
1743,-116.452,-124.085,0.048
1744,-113.310,-121.142,0.049
1745,-110.602,-118.601,0.048
1746,-108.743,-116.393,0.046
1747,-107.011,-113.989,0.044
1748,-104.382,-111.448,0.045
1749,-100.747,-108.958,0.050
1750,-94.031,-105.983,0.063
1751,-79.579,-101.977,0.078
1752,-56.353,-98.640,0.089
1753,-42.334,-97.225,0.096
1754,-51.858,-100.558,0.094
1755,-76.510,-105.757,0.091
1756,-94.136,-110.579,0.087
1757,-103.566,-113.961,0.063
1758,-106.445,-114.801,0.048
1759,-92.188,-113.265,0.068
1760,-17.332,-109.844,0.091
1761,45.978,-109.461,0.102
1762,-42.755,-115.478,0.101
1763,-95.196,-120.946,0.095
1764,-109.909,-123.868,0.073
1765,-116.453,-125.561,0.055
1766,-118.043,-125.618,0.050
1767,-115.927,-123.779,0.051
1768,-112.512,-120.895,0.051
1769,-109.126,-118.009,0.052
1770,-106.560,-115.232,0.051
1771,-104.510,-112.202,0.048
1772,-102.076,-109.344,0.046
1773,-99.273,-107.078,0.048
1774,-93.987,-104.387,0.057
1775,-81.750,-100.390,0.071
1776,-59.887,-96.800,0.084
1777,-39.672,-96.263,0.095
1778,-50.170,-100.130,0.097
1779,-76.307,-105.575,0.093
1780,-94.875,-110.693,0.082
1781,-103.343,-113.581,0.062
1782,-102.173,-113.810,0.059
1783,-74.196,-112.770,0.082
1784,-15.261,-110.335,0.093
1785,-35.138,-112.559,0.102
1786,-80.532,-116.703,0.095
1787,-95.794,-122.574,0.102
1788,-104.968,-125.428,0.088
1789,-114.642,-126.431,0.067
1790,-117.957,-126.284,0.053
1791,-116.088,-124.189,0.051
1792,-112.884,-121.028,0.050
1793,-109.897,-118.317,0.051
1794,-107.748,-115.864,0.050
1795,-105.922,-113.417,0.048
1796,-103.477,-110.971,0.049
1797,-100.331,-108.758,0.053
1798,-94.571,-106.029,0.062
1799,-81.399,-102.340,0.080
1800,-58.004,-97.950,0.088
1801,-65.093,-107.218,0.087
1802,-72.109,-108.666,0.086
1803,-78.661,-108.981,0.088
1804,-43.240,-110.202,0.102
1805,-24.534,-114.603,0.119
1806,-86.097,-114.945,0.088
1807,-63.000,-113.037,0.088
1808,63.162,-109.089,0.105
1809,48.046,-108.091,0.107
1810,-61.549,-110.410,0.101
1811,-91.170,-111.347,0.085
1812,-97.557,-112.524,0.076
1813,-102.654,-114.231,0.067
1814,-106.515,-115.759,0.059
1815,-107.918,-116.229,0.055
1816,-107.920,-116.008,0.053
1817,-107.779,-115.564,0.050
1818,-106.695,-114.110,0.047
1819,-104.596,-112.088,0.048
1820,-104.019,-111.021,0.046
1821,-104.285,-110.828,0.043
1822,-101.240,-109.817,0.051
1823,-91.948,-107.914,0.068
1824,-75.869,-106.744,0.082
1825,-12.840,-100.782,0.108
1826,60.802,-97.860,0.132
1827,553.719,-95.373,0.178
1828,229.766,-105.119,0.145
1829,-48.158,-108.223,0.110
1830,5.807,-109.953,0.106
1831,-26.304,-112.042,0.106
1832,-78.627,-112.116,0.085
1833,-50.730,-111.617,0.094
1834,-11.822,-110.743,0.099
1835,-61.915,-113.586,0.095
1836,-99.717,-115.993,0.077
1837,-106.703,-116.712,0.059
1838,-105.791,-115.774,0.058
1839,-103.810,-114.362,0.063
1840,-104.884,-114.313,0.055
1841,-104.268,-113.446,0.052
1842,-103.345,-112.157,0.051
1843,-103.157,-111.216,0.049
1844,-101.975,-109.471,0.046
1845,-98.746,-106.744,0.050
1846,-91.856,-104.044,0.064
1847,-74.996,-102.295,0.083
1848,-42.544,-101.540,0.096
1849,-72.275,-103.242,0.081
1850,-81.275,-106.137,0.078
1851,-91.491,-108.865,0.071
1852,-101.323,-113.370,0.066
1853,-109.689,-116.838,0.046
1854,-109.734,-117.842,0.052
1855,-84.526,-116.857,0.088
1856,134.627,-114.027,0.132
1857,739.482,55.154,0.364
1858,353.636,-105.735,0.139
1859,-41.692,-109.283,0.091
1860,-99.373,-112.569,0.068
1861,-105.449,-114.058,0.055
1862,-106.504,-114.791,0.055
1863,-107.354,-115.121,0.054
1864,-107.728,-115.182,0.051
1865,-107.526,-115.070,0.050
1866,-106.796,-114.321,0.049
1867,-104.819,-112.434,0.052
1868,-98.708,-109.446,0.068
1869,-76.329,-104.884,0.091
1870,-49.864,-100.864,0.102
1871,-68.598,-100.115,0.098
1872,-73.272,-100.980,0.087
1873,-65.177,-101.050,0.083
1874,-75.713,-104.522,0.081
1875,-92.339,-108.873,0.075
1876,-103.712,-112.958,0.063
1877,-109.024,-115.081,0.045
1878,-106.077,-114.807,0.050
1879,-52.132,-112.772,0.092
1880,334.932,-70.237,0.261
1881,748.411,-78.144,0.248
1882,147.264,-113.838,0.119
1883,-81.145,-117.924,0.094
1884,-108.059,-118.937,0.063
1885,-110.672,-119.170,0.060
1886,-111.207,-118.419,0.053
1887,-111.374,-117.484,0.045
1888,-110.748,-116.503,0.041
1889,-109.317,-115.050,0.040
1890,-106.634,-112.674,0.044
1891,-98.580,-109.455,0.067
1892,-70.623,-105.197,0.091
1893,-55.864,-101.700,0.086
1894,-81.099,-100.762,0.075
1895,-83.174,-100.021,0.073
1896,-71.575,-99.386,0.077
1897,-56.733,-102.324,0.091
1898,-65.194,-105.494,0.093
1899,-85.481,-110.091,0.094
1900,-99.977,-113.738,0.075
1901,-106.656,-115.283,0.054
1902,-104.737,-114.267,0.053
1903,-67.236,-111.283,0.081
1904,70.352,-106.887,0.104
1905,81.862,-106.401,0.109
1906,-49.431,-109.195,0.097
1907,-89.725,-110.884,0.082
1908,-98.248,-112.251,0.070
1909,-103.881,-114.338,0.057
1910,-108.034,-116.458,0.052
1911,-109.843,-117.539,0.049
1912,-109.749,-117.398,0.048
1913,-108.519,-116.260,0.048
1914,-106.767,-114.227,0.047
1915,-104.594,-111.918,0.048
1916,-103.760,-110.660,0.044
1917,-103.358,-110.233,0.043
1918,-99.654,-108.872,0.052
1919,-89.331,-105.941,0.067
1920,-70.800,-102.687,0.080
1921,-38.017,-102.244,0.103
1922,-49.119,-105.819,0.109
1923,-77.475,-109.898,0.096
1924,-96.528,-113.307,0.082
1925,-103.203,-113.763,0.059
1926,-92.652,-112.584,0.071
1927,-42.667,-109.966,0.090
1928,-14.646,-108.281,0.098
1929,-58.510,-108.551,0.091
1930,-76.983,-109.283,0.092
1931,-78.509,-109.862,0.088
1932,-88.916,-112.411,0.084
1933,-102.005,-115.308,0.068
1934,-108.506,-117.363,0.055
1935,-110.519,-118.031,0.047
1936,-110.317,-117.555,0.043
1937,-109.206,-116.545,0.043
1938,-108.167,-115.048,0.040
1939,-107.289,-113.623,0.040
1940,-106.450,-112.625,0.039
1941,-104.616,-111.500,0.042
1942,-99.264,-109.439,0.054
1943,-85.459,-106.498,0.075
1944,-59.438,-103.122,0.088
1945,-39.253,-97.314,0.101
1946,-49.359,-100.842,0.099
1947,-75.609,-106.120,0.097
1948,-94.249,-110.756,0.083
1949,-103.177,-113.793,0.062
1950,-105.709,-114.874,0.053
1951,-94.619,-113.682,0.069
1952,-28.305,-110.903,0.090
1953,52.778,-109.809,0.100
1954,-31.829,-115.840,0.103
1955,-95.332,-121.415,0.090
1956,-111.845,-124.504,0.068
1957,-117.163,-126.169,0.056
1958,-118.098,-126.097,0.052
1959,-116.422,-124.359,0.051
1960,-113.622,-121.842,0.050
1961,-110.698,-119.305,0.051
1962,-108.485,-116.847,0.049
1963,-106.651,-114.164,0.045
1964,-103.972,-111.267,0.045
1965,-100.488,-108.674,0.049
1966,-94.771,-106.056,0.061
1967,-81.724,-102.282,0.074
1968,-58.198,-98.339,0.086
1969,-55.181,-105.737,0.098
1970,-67.062,-109.922,0.101
1971,-88.564,-114.474,0.100
1972,-102.498,-117.770,0.088
1973,-108.514,-118.770,0.061
1974,-107.225,-117.598,0.057
1975,-78.490,-114.545,0.082
1976,51.243,-110.371,0.110
1977,108.392,-108.943,0.116
1978,-39.412,-112.224,0.103
1979,-94.308,-114.754,0.090
1980,-103.708,-115.209,0.063
1981,-106.501,-116.049,0.056
1982,-108.086,-116.609,0.051
1983,-108.708,-116.686,0.048
1984,-108.355,-116.243,0.047
1985,-107.461,-115.309,0.046
1986,-106.421,-113.749,0.045
1987,-104.746,-111.708,0.045
1988,-103.673,-110.226,0.042
1989,-103.279,-109.739,0.041
1990,-99.371,-108.509,0.050
1991,-87.910,-106.220,0.072
1992,-67.931,-104.179,0.085
1993,-78.710,-106.813,0.082
1994,-86.981,-109.194,0.077
1995,-98.702,-112.244,0.068
1996,-106.508,-115.027,0.052
1997,-110.838,-117.263,0.042
1998,-106.011,-117.536,0.064
1999,-43.021,-115.095,0.096
2000,234.078,-110.318,0.131
2001,275.178,-106.205,0.124
2002,-9.407,-107.768,0.100
2003,-86.529,-109.996,0.079
2004,-98.317,-111.002,0.066
2005,-102.289,-111.927,0.057
2006,-104.858,-113.326,0.054
2007,-107.008,-114.638,0.052
2008,-108.361,-115.491,0.048
2009,-108.694,-115.835,0.048
2010,-108.170,-115.312,0.048
2011,-105.710,-113.481,0.054
2012,-95.316,-110.541,0.080
2013,-70.255,-106.693,0.090
2014,-73.339,-105.873,0.094
2015,-85.370,-105.310,0.086
2016,-81.360,-105.535,0.083
2017,-68.311,-104.550,0.082
2018,-78.738,-107.422,0.078
2019,-93.253,-110.989,0.074
2020,-104.101,-114.948,0.061
2021,-110.080,-117.436,0.045
2022,-106.696,-117.638,0.062
2023,-52.043,-115.790,0.101
2024,354.047,-91.486,0.269
2025,858.853,-40.907,0.309
2026,196.354,-106.951,0.120
2027,-70.231,-110.860,0.090
2028,-101.177,-112.855,0.065
2029,-104.891,-114.205,0.058
2030,-106.587,-115.103,0.056
2031,-108.122,-115.643,0.050
