Conformer,Initial PE (kcal/mol),Minimized PE (kcal/mol),RMS between initial and minimized conformer (Angstrom)
432,-75.131,-98.719,0.076
433,-85.769,-106.817,0.073
434,-91.633,-109.663,0.069
435,-99.460,-112.558,0.062
436,-107.609,-116.903,0.056
437,-113.930,-119.960,0.042
438,-114.023,-120.815,0.044
439,-107.784,-120.156,0.067
440,-62.279,-118.022,0.094
441,147.343,-114.527,0.122
442,226.301,-111.193,0.126
443,-21.622,-113.022,0.092
444,-101.087,-116.000,0.065
445,-110.145,-117.307,0.049
446,-110.744,-117.632,0.050
447,-111.098,-117.469,0.047
448,-111.242,-117.308,0.043
449,-111.004,-117.179,0.042
450,-110.177,-116.487,0.043
451,-108.399,-115.014,0.046
452,-103.831,-112.685,0.060
453,-87.428,-109.499,0.092
454,-60.357,-105.650,0.099
455,-74.946,-103.920,0.088
456,-85.354,-104.759,0.079
457,-79.181,-107.207,0.084
458,-86.075,-109.820,0.083
459,-97.692,-112.976,0.075
460,-105.795,-115.449,0.061
461,-107.630,-116.029,0.055
462,-91.368,-114.809,0.079
463,-22.001,-111.195,0.098
464,15.376,-108.569,0.108
465,-45.239,-107.716,0.099
466,-60.846,-108.358,0.107
467,-53.367,-108.217,0.100
468,-72.485,-110.048,0.094
469,-95.246,-112.904,0.082
470,-104.569,-115.366,0.066
471,-108.249,-116.921,0.057
472,-109.726,-117.477,0.051
473,-109.732,-117.167,0.048
474,-108.162,-115.831,0.051
475,-102.772,-113.578,0.065
476,-95.084,-111.920,0.077
477,-96.411,-111.396,0.083
478,-97.473,-110.549,0.078
479,-92.036,-108.803,0.082
480,-83.245,-106.978,0.085
481,-70.286,-104.802,0.087
482,-80.655,-108.086,0.084
483,-95.919,-112.137,0.075
484,-106.021,-115.422,0.059
485,-110.190,-117.226,0.049
486,-105.630,-117.009,0.065
487,-41.890,-114.738,0.099
488,454.236,-73.013,0.281
489,1045.343,-54.593,0.289
490,224.020,-111.738,0.127
491,-73.624,-115.184,0.089
492,-106.172,-116.930,0.064
493,-109.424,-117.594,0.057
494,-110.261,-117.878,0.055
495,-111.207,-117.973,0.050
496,-111.534,-117.803,0.045
497,-110.996,-117.168,0.043
498,-109.467,-115.679,0.045
499,-105.022,-113.135,0.060
500,-86.563,-109.666,0.090
501,-44.528,-105.258,0.100
502,-61.613,-103.484,0.094
503,-81.404,-102.830,0.084
504,-74.790,-103.009,0.084
505,-54.137,-101.634,0.091
506,-67.542,-104.587,0.088
507,-87.513,-108.829,0.084
508,-99.835,-111.735,0.062
509,-103.991,-113.202,0.053
510,-94.150,-112.482,0.068
511,-56.270,-109.998,0.087
512,-40.462,-108.071,0.094
513,-64.770,-107.748,0.091
514,-66.235,-108.285,0.096
515,-59.582,-109.249,0.091
516,-78.450,-112.485,0.083
517,-100.437,-115.951,0.071
518,-108.998,-118.034,0.052
519,-110.680,-118.622,0.046
520,-109.824,-117.919,0.046
521,-108.287,-116.537,0.046
522,-106.974,-114.841,0.044
523,-105.600,-113.014,0.043
524,-103.972,-111.543,0.044
525,-101.577,-110.114,0.049
526,-96.026,-107.897,0.061
527,-83.373,-104.653,0.075
528,-63.863,-101.703,0.087
529,-47.564,-97.938,0.092
530,-58.092,-100.735,0.092
531,-80.406,-105.282,0.089
532,-95.752,-109.097,0.072
533,-102.192,-110.759,0.050
534,-97.099,-110.480,0.060
535,-63.402,-108.526,0.079
536,-30.836,-107.298,0.092
537,-58.939,-108.799,0.089
538,-77.496,-111.842,0.091
539,-79.993,-117.259,0.103
540,-92.202,-123.471,0.114
541,-108.752,-124.522,0.084
542,-115.253,-123.597,0.054
543,-114.916,-121.862,0.044
544,-112.390,-119.338,0.041
545,-109.711,-116.885,0.042
546,-107.786,-114.639,0.040
547,-106.181,-112.552,0.039
548,-104.302,-110.823,0.040
549,-101.627,-109.137,0.045
550,-95.978,-106.749,0.057
551,-83.369,-103.115,0.070
552,-62.261,-99.225,0.080
553,-48.495,-102.964,0.097
554,-63.323,-106.355,0.095
555,-86.541,-110.043,0.085
556,-100.833,-113.415,0.066
557,-106.938,-115.537,0.051
558,-105.348,-115.370,0.053
559,-77.376,-113.192,0.080
560,4.133,-109.918,0.102
561,-0.274,-109.644,0.104
562,-70.924,-111.572,0.089
563,-93.346,-112.823,0.081
564,-98.776,-113.183,0.073
565,-102.923,-113.745,0.059
566,-106.363,-115.088,0.052
567,-108.093,-116.210,0.049
568,-108.213,-116.554,0.050
569,-107.549,-116.163,0.050
570,-107.042,-115.143,0.047
571,-106.325,-113.510,0.043
572,-104.668,-111.776,0.044
573,-102.287,-110.510,0.048
574,-96.834,-108.958,0.061
575,-83.263,-106.197,0.074
576,-60.885,-103.224,0.087
577,-79.899,-102.415,0.078
578,-87.020,-105.781,0.074
579,-97.192,-109.707,0.065
580,-104.314,-112.781,0.053
581,-106.174,-114.393,0.051
582,-104.430,-114.746,0.058
583,-98.124,-114.074,0.075
584,-38.944,-112.291,0.104
585,221.128,-108.878,0.129
586,256.191,-106.613,0.128
587,-24.223,-109.894,0.092
588,-98.423,-113.859,0.071
589,-106.273,-115.318,0.057
590,-106.487,-115.716,0.060
591,-106.816,-115.586,0.058
592,-107.165,-115.291,0.054
593,-106.914,-114.890,0.051
594,-105.999,-113.973,0.051
595,-104.249,-112.508,0.054
596,-100.073,-110.164,0.066
597,-84.722,-106.866,0.092
598,-49.374,-101.411,0.101
599,-59.120,-99.289,0.093
600,-77.133,-100.202,0.086
601,-88.759,-105.791,0.069
602,-94.374,-108.933,0.063
603,-101.737,-112.447,0.056
604,-108.402,-116.330,0.047
605,-111.447,-118.715,0.044
606,-109.049,-119.325,0.055
607,-105.393,-119.076,0.070
608,-78.848,-118.123,0.096
609,66.356,-114.980,0.113
610,193.043,-111.602,0.124
611,-5.048,-112.545,0.098
612,-96.814,-115.930,0.071
613,-109.073,-117.568,0.052
614,-109.824,-118.109,0.053
615,-109.865,-117.920,0.052
616,-109.771,-117.625,0.050
617,-109.270,-117.215,0.048
618,-108.204,-116.285,0.048
619,-106.461,-114.921,0.051
620,-103.044,-113.200,0.064
621,-91.345,-110.393,0.090
622,-61.431,-105.950,0.097
623,-64.765,-103.506,0.093
624,-84.156,-104.010,0.082
625,-54.188,-105.812,0.093
626,-61.987,-107.433,0.089
627,-79.930,-108.981,0.084
628,-75.119,-110.389,0.091
629,-56.199,-113.038,0.102
630,-83.227,-113.602,0.089
631,-54.221,-112.272,0.091
632,33.432,-108.850,0.103
633,-10.808,-108.446,0.103
634,-72.972,-109.050,0.087
635,-87.132,-109.702,0.084
636,-93.713,-110.943,0.077
637,-101.782,-113.117,0.062
638,-107.122,-115.176,0.051
639,-109.127,-116.154,0.046
640,-109.157,-116.105,0.046
641,-108.612,-115.565,0.045
642,-107.569,-114.350,0.045
643,-106.189,-112.754,0.044
644,-105.876,-111.963,0.040
645,-105.303,-111.438,0.039
646,-101.521,-110.013,0.050
647,-90.864,-107.547,0.068
648,-70.753,-105.514,0.083
649,-54.636,-98.218,0.091
650,-63.529,-102.459,0.091
651,-83.380,-108.100,0.091
652,-97.846,-112.772,0.082
653,-105.121,-115.252,0.062
654,-104.455,-115.425,0.056
655,-79.652,-113.697,0.076
656,-28.044,-111.553,0.090
657,-42.941,-114.388,0.103
658,-78.782,-118.536,0.098
659,-87.131,-123.424,0.104
660,-96.191,-125.434,0.084
661,-113.192,-126.753,0.062
662,-119.083,-126.435,0.045
663,-116.726,-124.422,0.049
664,-113.117,-121.073,0.049
665,-110.013,-118.139,0.049
666,-107.717,-115.527,0.047
667,-105.639,-112.920,0.045
668,-103.237,-110.515,0.046
669,-100.421,-108.338,0.049
670,-95.228,-105.501,0.058
671,-84.312,-101.313,0.070
672,-66.804,-98.055,0.086
673,-70.008,-101.071,0.081
674,-74.149,-102.707,0.082
675,-80.462,-105.957,0.090
676,-92.147,-110.467,0.085
677,-98.675,-111.901,0.064
678,-93.682,-112.965,0.071
679,-95.039,-113.243,0.074
680,-76.132,-112.103,0.084
681,9.697,-110.105,0.107
682,23.434,-111.577,0.113
683,-73.654,-116.708,0.095
684,-107.333,-120.291,0.072
685,-113.023,-121.972,0.055
686,-113.861,-122.170,0.049
687,-113.312,-121.393,0.048
688,-111.800,-119.852,0.048
689,-109.713,-117.726,0.048
690,-107.666,-115.421,0.048
691,-104.857,-112.580,0.051
692,-100.409,-108.875,0.056
693,-97.616,-105.354,0.050
694,-95.888,-103.296,0.046
695,-89.233,-101.629,0.063
696,-77.592,-100.623,0.077
697,-63.757,-105.065,0.090
698,-73.428,-108.336,0.089
699,-91.650,-112.624,0.087
700,-104.054,-116.356,0.073
701,-109.752,-118.247,0.056
702,-108.711,-117.482,0.051
703,-82.328,-114.677,0.077
704,33.112,-110.288,0.107
705,85.366,-107.755,0.108
706,-42.772,-110.417,0.098
707,-92.715,-112.097,0.081
708,-101.561,-112.852,0.060
709,-104.881,-114.019,0.053
710,-107.302,-115.417,0.049
711,-108.584,-116.427,0.048
712,-108.674,-116.754,0.052
713,-107.980,-116.143,0.052
714,-106.904,-114.684,0.051
715,-104.937,-112.494,0.050
716,-103.414,-110.763,0.047
717,-103.435,-110.434,0.045
718,-100.493,-109.530,0.052
719,-90.926,-107.036,0.066
720,-74.353,-104.234,0.077
721,-77.956,-101.012,0.076
722,-87.109,-105.355,0.073
723,-98.635,-110.117,0.063
724,-106.559,-114.198,0.050
725,-109.476,-116.378,0.045
726,-96.472,-116.345,0.067
727,-31.748,-114.307,0.088
728,10.194,-114.458,0.096
729,-59.225,-118.378,0.089
730,-95.356,-122.275,0.074
731,-103.680,-124.884,0.065
732,-110.761,-126.276,0.065
733,-114.804,-126.281,0.068
734,-114.622,-124.800,0.074
735,-113.739,-121.790,0.058
736,-112.665,-119.839,0.050
737,-111.126,-118.045,0.047
738,-108.451,-115.708,0.050
739,-101.984,-112.663,0.064
740,-92.733,-109.692,0.078
741,-92.357,-107.260,0.081
742,-91.818,-104.529,0.076
743,-85.596,-101.269,0.081
744,-78.367,-99.333,0.080
745,-46.615,-105.182,0.103
746,-56.974,-108.228,0.102
747,-82.592,-112.412,0.096
748,-99.668,-115.130,0.079
749,-104.500,-115.256,0.062
750,-88.260,-113.738,0.078
751,-29.764,-110.696,0.093
752,-15.169,-109.154,0.102
753,-61.604,-108.544,0.092
754,-75.692,-108.225,0.094
755,-77.555,-108.052,0.089
756,-89.407,-110.394,0.082
757,-101.903,-113.572,0.062
758,-108.032,-116.086,0.049
759,-110.303,-117.313,0.043
760,-110.621,-117.447,0.041
761,-109.973,-116.811,0.040
762,-109.064,-115.713,0.040
763,-108.502,-114.859,0.040
764,-108.411,-114.476,0.039
765,-107.122,-113.631,0.041
766,-102.303,-111.645,0.052
767,-89.545,-108.567,0.071
768,-65.744,-105.348,0.086
769,-90.075,-104.521,0.069
770,-95.533,-107.447,0.057
771,-101.269,-110.778,0.051
772,-106.219,-114.537,0.048
773,-110.178,-117.831,0.046
774,-109.795,-119.170,0.053
775,-105.580,-118.916,0.070
776,-81.895,-117.484,0.090
777,69.068,-114.522,0.117
778,290.787,-110.809,0.141
779,58.926,-110.597,0.106
780,-85.771,-114.079,0.079
781,-106.403,-116.055,0.055
782,-108.015,-116.752,0.052
783,-108.096,-116.678,0.051
784,-107.957,-116.477,0.049
785,-107.456,-116.241,0.049
786,-106.409,-115.581,0.050
787,-104.421,-114.191,0.054
788,-100.255,-112.326,0.070
789,-83.328,-109.727,0.097
790,-21.741,-105.031,0.109
791,-23.923,-101.857,0.100
792,-77.723,-102.965,0.090
793,-73.782,-104.545,0.080
794,-82.433,-107.243,0.078
795,-96.216,-110.689,0.070
796,-105.520,-113.653,0.052
797,-108.581,-114.865,0.044
798,-94.601,-114.166,0.073
799,7.715,-110.994,0.104
800,185.243,-106.498,0.116
801,51.557,-106.273,0.115
802,-62.891,-107.662,0.093
803,-83.014,-108.946,0.090
804,-91.216,-109.943,0.079
805,-99.923,-111.640,0.065
806,-105.303,-113.739,0.058
807,-108.282,-115.159,0.052
808,-109.534,-115.715,0.046
809,-109.409,-115.412,0.043
810,-107.941,-114.045,0.045
811,-102.688,-111.487,0.058
812,-89.341,-108.753,0.076
813,-85.952,-107.597,0.085
814,-92.846,-107.068,0.081
815,-89.528,-105.664,0.077
816,-79.175,-104.158,0.077
817,-24.984,-98.620,0.112
818,-38.227,-102.467,0.110
819,-69.297,-107.294,0.104
820,-89.853,-110.974,0.094
821,-98.096,-112.755,0.075
822,-100.178,-113.797,0.069
823,-97.230,-113.179,0.073
824,-63.951,-110.894,0.093
825,69.648,-106.473,0.104
826,98.494,-109.076,0.112
827,-51.840,-115.685,0.098
828,-102.649,-120.625,0.086
829,-111.227,-122.625,0.065
830,-112.642,-123.114,0.061
831,-111.907,-122.207,0.059
832,-109.822,-120.489,0.060
833,-107.216,-118.571,0.066
834,-105.198,-116.397,0.064
835,-103.633,-113.843,0.060
836,-101.051,-110.517,0.057
837,-96.544,-106.763,0.060
838,-89.591,-103.554,0.072
839,-74.819,-100.629,0.092
840,-47.064,-98.034,0.102
841,-77.681,-106.692,0.077
842,-83.834,-108.959,0.077
843,-86.734,-111.438,0.083
844,-99.242,-116.028,0.077
845,-112.288,-119.400,0.047
846,-112.776,-120.263,0.050
847,-91.895,-119.098,0.083
848,67.521,-115.712,0.116
849,475.561,-80.774,0.287
850,226.815,-108.556,0.124
851,-57.270,-112.038,0.091
852,-102.881,-114.344,0.066
853,-107.387,-115.505,0.058
854,-108.180,-115.819,0.057
855,-108.821,-115.706,0.052
856,-109.120,-115.599,0.049
857,-109.262,-115.635,0.047
858,-108.610,-114.993,0.047
859,-106.322,-113.322,0.055
860,-98.393,-110.679,0.083
861,-72.555,-106.746,0.096
862,-61.219,-103.192,0.096
863,-79.960,-103.168,0.090
864,-79.419,-104.523,0.081
865,-57.859,-102.697,0.095
866,-68.944,-106.091,0.094
867,-88.272,-110.029,0.091
868,-100.983,-112.907,0.068
869,-105.793,-113.878,0.051
870,-97.344,-112.586,0.061
871,-52.221,-109.932,0.084
872,-14.615,-107.997,0.096
873,-55.072,-108.384,0.097
874,-76.113,-108.784,0.092
875,-74.911,-109.581,0.094
876,-83.403,-112.466,0.092
877,-99.933,-116.310,0.081
878,-109.021,-118.339,0.059
879,-111.549,-118.984,0.050
880,-111.052,-118.237,0.047
881,-109.466,-116.714,0.046
882,-107.877,-114.776,0.045
883,-106.714,-113.150,0.043
884,-106.145,-112.268,0.042
885,-104.465,-111.148,0.044
886,-99.397,-108.908,0.054
887,-87.626,-105.606,0.071
888,-68.891,-102.539,0.083
889,-81.496,-107.768,0.077
890,-89.219,-110.790,0.072
891,-101.127,-114.591,0.065
892,-110.231,-118.409,0.052
893,-114.647,-120.732,0.042
894,-113.899,-120.993,0.045
895,-100.768,-119.883,0.078
896,2.407,-116.898,0.109
897,346.693,-90.473,0.265
898,240.551,-111.030,0.128
899,-47.831,-113.662,0.091
900,-103.630,-116.130,0.065
901,-109.179,-117.317,0.055
902,-110.257,-117.738,0.052
903,-111.269,-117.882,0.047
904,-111.657,-117.907,0.043
905,-111.267,-117.557,0.042
906,-110.118,-116.486,0.044
907,-107.328,-114.610,0.054
908,-97.447,-111.733,0.077
909,-67.448,-108.238,0.100
910,-63.701,-105.026,0.093
911,-85.277,-105.090,0.082
912,-84.303,-105.727,0.076
913,-55.394,-105.834,0.089
914,-63.679,-107.177,0.089
915,-68.407,-107.240,0.092
916,16.367,-107.929,0.114
917,134.844,-111.741,0.130
918,-39.823,-112.879,0.106
919,-66.311,-111.737,0.086
920,18.247,-108.819,0.100
921,1.158,-108.422,0.105
922,-68.688,-109.449,0.091
923,-87.745,-110.248,0.087
924,-93.648,-111.483,0.079
925,-100.461,-113.128,0.066
926,-105.520,-115.104,0.060
927,-107.099,-115.704,0.055
928,-106.455,-115.216,0.054
929,-106.578,-114.846,0.050
930,-106.493,-114.127,0.047
931,-105.591,-112.539,0.043
932,-104.836,-111.453,0.042
933,-103.862,-110.771,0.043
934,-99.770,-109.336,0.054
935,-88.632,-107.202,0.075
936,-68.974,-105.609,0.084
937,-37.466,-102.784,0.112
938,-48.584,-106.429,0.108
939,-76.882,-110.845,0.102
940,-96.063,-114.645,0.093
941,-103.785,-115.236,0.066
942,-98.307,-113.867,0.071
943,-44.589,-110.769,0.097
944,62.256,-106.433,0.103
945,5.629,-107.690,0.106
946,-71.781,-109.776,0.090
947,-89.511,-110.933,0.083
948,-95.616,-112.433,0.077
949,-101.783,-114.118,0.067
950,-106.064,-115.765,0.058
951,-107.875,-116.442,0.053
952,-107.853,-116.139,0.049
953,-106.875,-115.248,0.049
954,-105.843,-113.621,0.046
955,-104.816,-111.894,0.045
956,-104.146,-110.920,0.045
957,-102.848,-110.176,0.047
958,-97.914,-108.444,0.056
959,-84.409,-105.693,0.077
960,-58.675,-102.964,0.092
961,-80.263,-107.940,0.080
962,-88.028,-111.075,0.075
963,-100.921,-115.265,0.072
964,-110.206,-118.806,0.056
965,-114.304,-120.789,0.045
966,-113.375,-120.976,0.048
967,-97.191,-119.767,0.078
968,34.265,-116.769,0.113
969,452.265,-91.249,0.273
970,277.449,-111.289,0.134
971,-46.837,-114.401,0.095
972,-103.359,-116.676,0.071
973,-108.896,-117.655,0.059
974,-110.010,-118.106,0.057
975,-111.108,-118.317,0.052
976,-111.575,-118.334,0.047
977,-111.221,-117.946,0.045
978,-110.107,-116.892,0.047
979,-107.239,-115.061,0.058
980,-96.565,-112.232,0.081
981,-64.486,-108.211,0.094
982,-63.068,-105.679,0.092
983,-85.456,-105.751,0.082
984,-83.811,-106.032,0.077
985,-75.164,-105.651,0.081
986,-86.233,-109.204,0.074
987,-98.966,-113.226,0.066
988,-108.377,-117.279,0.053
989,-112.624,-119.812,0.045
990,-111.256,-120.340,0.053
991,-94.948,-119.556,0.084
992,31.152,-116.487,0.113
993,403.979,-88.753,0.277
994,232.824,-109.353,0.126
995,-52.723,-112.856,0.091
996,-102.918,-115.371,0.064
997,-107.245,-116.435,0.054
998,-107.188,-116.600,0.057
999,-107.851,-116.505,0.054
1000,-108.539,-116.503,0.050
1001,-108.590,-116.460,0.050
1002,-107.948,-115.880,0.049
1003,-106.195,-114.405,0.053
1004,-101.593,-112.106,0.070
1005,-85.074,-108.796,0.098
1006,-49.744,-104.153,0.109
1007,-59.064,-101.607,0.103
1008,-72.335,-103.013,0.091
1009,-19.471,-103.736,0.110
1010,130.942,-100.033,0.172
1011,5724.305,-84.615,0.435
1012,40286.617,-54.527,0.429
1013,3007.598,-22.486,0.455
1014,-43.910,-116.811,0.106
1015,-99.097,-118.607,0.073
1016,-67.016,-118.012,0.094
1017,88.557,-114.443,0.118
1018,168.450,-111.828,0.123
1019,-25.781,-113.864,0.099
1020,-98.235,-116.059,0.072
1021,-107.351,-116.528,0.048
1022,-105.187,-114.936,0.053
1023,-77.126,-112.568,0.097
1024,-26.983,-110.903,0.122
1025,-88.177,-112.872,0.095
1026,-104.491,-113.534,0.050
1027,-105.312,-113.176,0.044
1028,-103.696,-111.258,0.043
1029,-99.736,-108.497,0.051
1030,-92.858,-106.208,0.066
1031,-77.855,-105.337,0.084
1032,-48.988,-105.073,0.095
1033,-70.831,-102.893,0.085
1034,-81.217,-106.091,0.083
1035,-95.574,-110.092,0.073
1036,-105.116,-113.462,0.055
1037,-108.962,-115.177,0.044
1038,-98.215,-114.713,0.067
1039,21.497,-111.941,0.102
1040,467.225,-108.474,0.153
1041,346.113,-109.895,0.131
1042,-25.376,-113.771,0.097
1043,-97.800,-116.668,0.074
1044,-107.033,-117.170,0.058
1045,-108.451,-116.747,0.053
1046,-109.147,-116.433,0.050
1047,-109.836,-116.329,0.046
1048,-109.798,-116.049,0.044
1049,-108.849,-115.147,0.043
1050,-106.577,-113.185,0.047
1051,-99.259,-110.086,0.067
1052,-74.862,-106.016,0.086
1053,-62.285,-102.883,0.089
1054,-82.417,-103.145,0.087
1055,-83.860,-102.124,0.078
1056,-74.513,-101.709,0.082
1057,-72.398,-103.486,0.085
1058,-78.853,-107.316,0.094
1059,-92.598,-112.047,0.095
1060,-102.869,-115.173,0.073
1061,-107.961,-116.353,0.055
1062,-105.497,-114.949,0.050
1063,-63.971,-111.767,0.079
1064,110.644,-107.996,0.107
1065,138.820,-109.274,0.115
1066,-42.755,-113.183,0.100
1067,-96.564,-115.042,0.082
1068,-105.124,-115.671,0.061
1069,-107.938,-116.246,0.052
1070,-109.471,-116.889,0.048
1071,-109.834,-116.952,0.046
1072,-109.105,-116.197,0.045
1073,-107.364,-114.582,0.047
1074,-103.858,-112.191,0.052
1075,-98.573,-109.697,0.058
1076,-99.376,-108.803,0.054
1077,-102.017,-108.856,0.046
1078,-100.135,-107.769,0.048
1079,-92.891,-105.390,0.062
1080,-80.590,-103.129,0.077
1081,-69.409,-104.614,0.086
1082,-82.128,-108.384,0.081
1083,-97.768,-112.552,0.071
1084,-107.444,-116.162,0.057
1085,-110.998,-118.105,0.047
1086,-104.173,-118.584,0.079
1087,-20.910,-117.231,0.115
1088,536.685,-82.995,0.311
1089,899.210,-35.263,0.310
1090,132.743,-108.502,0.115
1091,-81.395,-112.144,0.080
1092,-104.312,-114.262,0.059
1093,-106.559,-115.276,0.059
1094,-107.236,-115.789,0.059
1095,-108.559,-116.184,0.055
1096,-109.412,-116.298,0.049
1097,-109.261,-115.896,0.045
1098,-108.062,-114.724,0.046
1099,-104.550,-112.604,0.059
1100,-90.618,-109.760,0.094
1101,-44.674,-105.654,0.115
1102,-42.291,-102.230,0.104
1103,-73.614,-101.983,0.098
1104,-71.219,-102.395,0.088
1105,-44.004,-104.623,0.102
1106,-54.431,-107.739,0.102
1107,-81.069,-111.447,0.094
1108,-99.089,-114.597,0.081
1109,-105.971,-115.176,0.055
1110,-100.865,-114.301,0.065
1111,-74.381,-111.760,0.082
1112,-55.890,-109.695,0.092
1113,-69.370,-108.453,0.087
1114,-66.983,-108.176,0.099
1115,-53.658,-107.587,0.098
1116,-68.968,-109.638,0.089
1117,-94.740,-113.343,0.079
1118,-106.306,-115.971,0.057
1119,-109.817,-117.317,0.048
1120,-110.363,-117.484,0.045
1121,-109.833,-116.970,0.043
1122,-109.250,-116.050,0.042
1123,-108.729,-115.062,0.040
1124,-108.026,-114.355,0.041
1125,-106.245,-113.406,0.045
1126,-101.136,-111.544,0.058
1127,-88.142,-108.474,0.073
1128,-63.881,-105.645,0.091
1129,-72.690,-103.513,0.084
1130,-77.033,-105.272,0.086
1131,-83.443,-108.757,0.096
1132,-80.343,-109.530,0.093
1133,52.935,-108.877,0.110
1134,246.528,-111.251,0.136
1135,-0.289,-114.027,0.108
1136,-82.303,-113.689,0.084
1137,-48.541,-112.206,0.093
1138,-29.595,-111.372,0.101
1139,-80.527,-113.788,0.087
1140,-104.460,-116.325,0.066
1141,-108.332,-117.202,0.053
1142,-108.214,-116.777,0.051
1143,-106.343,-115.278,0.053
1144,-100.452,-113.002,0.071
1145,-96.529,-110.659,0.072
1146,-100.584,-109.954,0.056
1147,-100.980,-109.023,0.050
1148,-98.444,-106.787,0.054
1149,-96.755,-104.376,0.048
1150,-95.425,-103.246,0.047
1151,-89.446,-102.554,0.065
1152,-78.912,-102.278,0.079
1153,-55.107,-104.733,0.096
1154,-64.311,-108.077,0.096
1155,-86.388,-112.669,0.097
1156,-101.601,-115.709,0.080
1157,-107.548,-116.285,0.056
1158,-100.047,-114.973,0.069
1159,-40.252,-111.905,0.094
1160,62.987,-107.795,0.102
1161,-3.425,-108.700,0.106
1162,-74.373,-109.455,0.088
1163,-89.046,-110.024,0.084
1164,-95.087,-111.018,0.076
1165,-102.361,-113.119,0.060
1166,-107.398,-115.428,0.051
1167,-109.647,-116.745,0.045
1168,-110.034,-116.982,0.044
1169,-109.341,-116.273,0.043
1170,-108.039,-114.804,0.043
1171,-106.720,-113.434,0.044
1172,-106.911,-113.066,0.040
1173,-106.472,-112.735,0.039
1174,-102.482,-111.181,0.048
1175,-91.326,-108.159,0.064
1176,-70.915,-104.975,0.078
1177,-85.957,-106.970,0.072
1178,-92.557,-110.353,0.071
1179,-102.438,-114.262,0.064
1180,-109.922,-117.814,0.050
1181,-112.776,-119.789,0.046
1182,-111.328,-120.209,0.052
1183,-104.365,-119.377,0.071
1184,-47.224,-117.249,0.101
1185,200.475,-113.210,0.126
1186,237.786,-111.136,0.127
1187,-30.057,-113.602,0.092
1188,-102.136,-116.740,0.069
1189,-109.931,-118.076,0.053
1190,-110.745,-118.440,0.050
1191,-111.327,-118.445,0.047
1192,-111.459,-118.332,0.045
1193,-110.900,-117.849,0.044
1194,-109.691,-116.788,0.045
1195,-107.419,-115.101,0.051
1196,-100.850,-112.679,0.074
1197,-77.009,-108.593,0.089
1198,-55.581,-104.875,0.093
1199,-79.166,-104.289,0.086
1200,-86.103,-105.029,0.075
1201,-44.436,-101.545,0.099
1202,40.747,-98.621,0.136
1203,1500.342,-78.841,0.427
1204,2407.356,-11.626,0.465
1205,116.714,-105.271,0.177
1206,-49.865,-109.792,0.099
1207,-56.429,-111.732,0.090
1208,-77.698,-112.499,0.085
1209,-17.585,-112.309,0.103
1210,94.061,-111.333,0.110
1211,-4.120,-114.576,0.096
1212,-95.849,-118.889,0.069
1213,-113.308,-121.274,0.047
1214,-113.915,-121.133,0.046
1215,-104.927,-119.371,0.080
1216,-99.500,-117.768,0.088
1217,-108.812,-117.230,0.055
1218,-109.693,-116.366,0.042
1219,-108.461,-114.806,0.040
1220,-106.315,-112.692,0.041
1221,-102.091,-109.402,0.047
1222,-95.164,-106.016,0.064
1223,-83.911,-103.642,0.076
1224,-64.502,-102.499,0.084
1225,-76.052,-106.488,0.084
1226,-82.882,-110.279,0.086
1227,-96.131,-115.061,0.091
1228,-103.822,-116.252,0.067
1229,-96.531,-116.451,0.074
1230,-86.555,-117.304,0.081
1231,-96.053,-116.547,0.077
1232,-75.554,-114.068,0.084
1233,13.839,-110.867,0.106
1234,15.490,-110.796,0.110
1235,-77.399,-115.038,0.092
1236,-105.915,-117.297,0.065
1237,-110.224,-118.423,0.051
1238,-110.859,-118.568,0.047
1239,-110.427,-118.003,0.046
1240,-109.232,-116.789,0.046
1241,-108.038,-115.507,0.046
1242,-107.040,-114.219,0.046
1243,-104.530,-111.978,0.050
1244,-100.476,-108.923,0.053
1245,-100.138,-107.162,0.046
1246,-99.904,-106.693,0.042
1247,-94.006,-105.757,0.058
1248,-83.024,-105.070,0.075
1249,-61.213,-99.494,0.088
1250,-73.283,-104.020,0.085
1251,-90.904,-109.340,0.079
1252,-102.638,-113.525,0.059
1253,-107.962,-116.171,0.046
1254,-102.279,-116.333,0.059
1255,-61.306,-114.565,0.080
1256,-13.208,-113.695,0.090
1257,-53.927,-117.403,0.094
1258,-86.652,-121.527,0.086
1259,-92.574,-123.951,0.073
1260,-101.970,-125.725,0.066
1261,-112.982,-126.187,0.059
1262,-114.943,-125.116,0.059
1263,-113.285,-122.512,0.057
1264,-111.285,-119.892,0.051
1265,-109.449,-117.870,0.049
1266,-107.852,-115.854,0.046
1267,-105.745,-113.408,0.045
1268,-102.412,-110.710,0.049
1269,-98.710,-108.158,0.054
1270,-93.338,-105.396,0.067
1271,-82.553,-101.208,0.073
1272,-67.421,-98.491,0.087
1273,-83.688,-107.002,0.074
1274,-89.967,-109.253,0.071
1275,-99.577,-111.880,0.062
1276,-106.231,-114.529,0.049
1277,-110.439,-116.920,0.042
1278,-107.893,-117.232,0.053
1279,-57.474,-115.392,0.098
1280,193.650,-110.038,0.124
1281,293.122,-106.164,0.126
1282,5.417,-107.557,0.099
1283,-85.389,-110.002,0.082
1284,-98.840,-111.020,0.065
1285,-103.183,-112.275,0.056
1286,-106.300,-113.844,0.052
1287,-108.443,-115.144,0.048
1288,-109.387,-115.847,0.045
